solver_item_id,solver_difficulty,solver_difficulty_centered,solver_easiness_z,solver_loading_factor_1,solver_dominant_factor,solver_item_id_meta,solver_selected_order,solver_difficulty_meta,solver_platform,solver_question_content,solver_starter_code,solver_prompt,solver_difficulty_laplace_se,solver_difficulty_centered_laplace_se,solver_difficulty_centered_laplace_lo,solver_difficulty_centered_laplace_hi,solver_scores,question_id,judge_item_ids,judge_pair_ids,judge_splits,judge_orderings,judge_gold_labels,judge_n_pair_items,judge_difficulty_meta,judge_difficulty,judge_difficulty_centered,judge_difficulty_pair_sd,judge_difficulty_laplace_se,judge_difficulty_centered_laplace_se,judge_dominant_factors,judge_scores
abc352_c,1.400588035583496,1.312106966972351,-1.400588035583496,0.04515065252780914,factor_1,abc352_c,444,medium,atcoder,,,,0.8030276894569397,0.8335959315299988,-0.32174110412597656,2.9459550380706787,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc352_c,['claude_3.7_sonnet:abc352_c:132:bwd'],['claude_3.7_sonnet:abc352_c:132'],['claude_3.7_sonnet'],['bwd'],{'claude_3.7_sonnet:abc352_c:132:bwd': 'B'},1,easy,0.5113221406936646,2.147073984146118,0.0,7.206145286560059,7.203198432922363,{'claude_3.7_sonnet:abc352_c:132:bwd': 'factor_1'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc397_b,1.0192663669586182,0.9307853579521179,-1.0192663669586182,-0.5239845514297485,factor_1,abc397_b,626,medium,atcoder,,,,1.1013786792755127,1.1231129169464111,-1.2705159187316895,3.132086753845215,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc397_b,"['claude_3.7_sonnet:abc397_b:318:fwd', 'qwen3_235b:abc397_b:204:bwd', 'claude_4_sonnet:abc397_b:265:fwd']","['claude_3.7_sonnet:abc397_b:318', 'qwen3_235b:abc397_b:204', 'claude_4_sonnet:abc397_b:265']","['claude_3.7_sonnet', 'claude_4_sonnet', 'qwen3_235b']","['bwd', 'fwd']","{'claude_3.7_sonnet:abc397_b:318:fwd': 'A', 'qwen3_235b:abc397_b:204:bwd': 'B', 'claude_4_sonnet:abc397_b:265:fwd': 'A'}",3,medium,0.2510686119397481,1.8868204951286316,0.7758839675791652,1.88039663701866,1.8801161144404066,"{'claude_3.7_sonnet:abc397_b:318:fwd': 'factor_1', 'qwen3_235b:abc397_b:204:bwd': 'factor_1', 'claude_4_sonnet:abc397_b:265:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.3333333333333333, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.6666666666666666}"
abc311_e,1.018804669380188,0.9303236603736877,-1.018804669380188,-0.5240774750709534,factor_1,abc311_e,331,hard,atcoder,,,,1.1012643575668335,1.123001217842102,-1.270758867263794,3.13140606880188,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc311_e,"['gemini_2.5_flash_lite:abc311_e:194:bwd', 'claude_3.7_sonnet:abc311_e:99:fwd', 'claude_4_sonnet:abc311_e:144:bwd', 'gemini_2.5_flash:abc311_e:369:fwd', 'claude_4_opus:abc311_e:101:fwd']","['gemini_2.5_flash_lite:abc311_e:194', 'claude_3.7_sonnet:abc311_e:99', 'claude_4_sonnet:abc311_e:144', 'gemini_2.5_flash:abc311_e:369', 'claude_4_opus:abc311_e:101']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:abc311_e:194:bwd': 'B', 'claude_3.7_sonnet:abc311_e:99:fwd': 'A', 'claude_4_sonnet:abc311_e:144:bwd': 'B', 'gemini_2.5_flash:abc311_e:369:fwd': 'A', 'claude_4_opus:abc311_e:101:fwd': 'A'}",5,medium,-1.8078024506568908,-0.1720506191253662,2.273904005807486,1.780293704411061,1.7798359580378686,"{'gemini_2.5_flash_lite:abc311_e:194:bwd': 'factor_1', 'claude_3.7_sonnet:abc311_e:99:fwd': 'factor_1', 'claude_4_sonnet:abc311_e:144:bwd': 'factor_1', 'gemini_2.5_flash:abc311_e:369:fwd': 'factor_1', 'claude_4_opus:abc311_e:101:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.8, 'mistral_14b': 0.4, 'mistral_3b': 1.0, 'mistral_8b': 0.6, 'qwen3_5_0_8b': 0.6, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc308_f,1.006024956703186,0.9175439476966858,-1.006024956703186,-0.5332890152931213,factor_1,abc308_f,320,hard,atcoder,,,,1.1018725633621216,1.1235958337783813,-1.2847039699554443,3.1197917461395264,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc308_f,"['gemini_2.5_flash:abc308_f:140:fwd', 'gemini_2.5_pro:abc308_f:79:bwd', 'gemini_2.5_flash_lite:abc308_f:186:fwd']","['gemini_2.5_flash:abc308_f:140', 'gemini_2.5_pro:abc308_f:79', 'gemini_2.5_flash_lite:abc308_f:186']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_flash:abc308_f:140:fwd': 'A', 'gemini_2.5_pro:abc308_f:79:bwd': 'B', 'gemini_2.5_flash_lite:abc308_f:186:fwd': 'A'}",3,easy,-1.6474721431732178,-0.011720220247904459,8.763344422024737,1.681924512417006,1.6818108457938994,"{'gemini_2.5_flash:abc308_f:140:fwd': 'factor_1', 'gemini_2.5_pro:abc308_f:79:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc308_f:186:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 1.0, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.6666666666666666}"
abc374_g,1.0056899785995483,0.9172089695930481,-1.0056899785995483,-0.5333195328712463,factor_1,abc374_g,530,hard,atcoder,,,,1.1017687320709229,1.123494267463684,-1.2848398685455322,3.119257688522339,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc374_g,['gemini_2.5_pro:abc374_g:133:bwd'],['gemini_2.5_pro:abc374_g:133'],['gemini_2.5_pro'],['bwd'],{'gemini_2.5_pro:abc374_g:133:bwd': 'B'},1,hard,0.1631769835948944,1.7989288568496704,0.0,0.7906826734542847,0.7946748733520508,{'gemini_2.5_pro:abc374_g:133:bwd': 'factor_1'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': None, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0}"
abc338_d,1.0042823553085327,0.9158013463020325,-1.0042823553085327,-0.5341251492500305,factor_1,abc338_d,407,hard,atcoder,,,,1.101714849472046,1.1234415769577026,-1.2861442565917969,3.1177468299865723,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc338_d,"['gemini_2.5_flash:abc338_d:178:fwd', 'qwen3_235b:abc338_d:128:bwd', 'gemini_2.5_flash_lite:abc338_d:238:bwd', 'claude_4_sonnet:abc338_d:178:fwd']","['gemini_2.5_flash:abc338_d:178', 'qwen3_235b:abc338_d:128', 'gemini_2.5_flash_lite:abc338_d:238', 'claude_4_sonnet:abc338_d:178']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:abc338_d:178:fwd': 'A', 'qwen3_235b:abc338_d:128:bwd': 'B', 'gemini_2.5_flash_lite:abc338_d:238:bwd': 'B', 'claude_4_sonnet:abc338_d:178:fwd': 'A'}",4,hard,-7.026782155036926,-5.39103040099144,5.610845251028071,2.2772391583394103,2.276536177999229,"{'gemini_2.5_flash:abc338_d:178:fwd': 'factor_1', 'qwen3_235b:abc338_d:128:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc338_d:238:bwd': 'factor_1', 'claude_4_sonnet:abc338_d:178:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.75, 'mistral_14b': 0.75, 'mistral_3b': 0.5, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.75, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.75}"
1883_B,1.0022871494293213,0.913806140422821,-1.0022871494293213,-0.5350518226623535,factor_1,1883_B,2,medium,codeforces,,,,1.1015170812606812,1.1232482194900513,-1.2877602577209473,3.115372657775879,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",1883_B,"['claude_4_sonnet:1883_B:0:fwd', 'qwen3_235b:1883_B:0:bwd', 'claude_4_opus:1883_B:0:fwd', 'gemini_2.5_flash:1883_B:1:bwd', 'gemini_2.5_pro:1883_B:0:fwd', 'gemini_2.5_flash_lite:1883_B:0:fwd', 'claude_3.7_sonnet:1883_B:1:fwd']","['claude_4_sonnet:1883_B:0', 'qwen3_235b:1883_B:0', 'claude_4_opus:1883_B:0', 'gemini_2.5_flash:1883_B:1', 'gemini_2.5_pro:1883_B:0', 'gemini_2.5_flash_lite:1883_B:0', 'claude_3.7_sonnet:1883_B:1']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_sonnet:1883_B:0:fwd': 'A', 'qwen3_235b:1883_B:0:bwd': 'B', 'claude_4_opus:1883_B:0:fwd': 'A', 'gemini_2.5_flash:1883_B:1:bwd': 'B', 'gemini_2.5_pro:1883_B:0:fwd': 'A', 'gemini_2.5_flash_lite:1883_B:0:fwd': 'A', 'claude_3.7_sonnet:1883_B:1:fwd': 'A'}",7,hard,4.679485699960163,6.315237436975751,6.261155942654703,1.7783007518907568,1.7777331380373431,"{'claude_4_sonnet:1883_B:0:fwd': 'factor_1', 'qwen3_235b:1883_B:0:bwd': 'factor_1', 'claude_4_opus:1883_B:0:fwd': 'factor_1', 'gemini_2.5_flash:1883_B:1:bwd': 'factor_1', 'gemini_2.5_pro:1883_B:0:fwd': 'factor_1', 'gemini_2.5_flash_lite:1883_B:0:fwd': 'factor_1', 'claude_3.7_sonnet:1883_B:1:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.14285714285714285, 'mistral_14b': 0.2857142857142857, 'mistral_3b': 0.7142857142857143, 'mistral_8b': 0.2857142857142857, 'qwen3_5_0_8b': 0.7142857142857143, 'qwen3_5_27b': 0.42857142857142855, 'qwen3_5_2b': 0.2857142857142857, 'qwen3_5_4b': 0.2857142857142857, 'qwen3_5_9b': 0.42857142857142855}"
abc331_d,0.47121432423591614,0.3827332854270935,-0.47121432423591614,-1.0357519388198853,factor_1,abc331_d,390,hard,atcoder,,,,1.1481187343597412,1.1688512563705444,-1.908215045928955,2.6736817359924316,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc331_d,"['gemini_2.5_flash:abc331_d:169:bwd', 'qwen3_235b:abc331_d:125:fwd']","['gemini_2.5_flash:abc331_d:169', 'qwen3_235b:abc331_d:125']","['gemini_2.5_flash', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:abc331_d:169:bwd': 'B', 'qwen3_235b:abc331_d:125:fwd': 'A'}",2,easy,-3.4661332964897156,-1.8303815126419067,5.248766040086497,3.759191350718471,3.7578640415921183,"{'gemini_2.5_flash:abc331_d:169:bwd': 'factor_1', 'qwen3_235b:abc331_d:125:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
abc325_d,0.4685828685760498,0.38010185956954956,-0.4685828685760498,-1.037973165512085,factor_1,abc325_d,369,hard,atcoder,,,,1.1481314897537231,1.1688637733459473,-1.9108710289001465,2.671074867248535,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc325_d,['gemini_2.5_pro:abc325_d:90:bwd'],['gemini_2.5_pro:abc325_d:90'],['gemini_2.5_pro'],['bwd'],{'gemini_2.5_pro:abc325_d:90:bwd': 'B'},1,hard,3.1578428745269775,4.793594837188721,0.0,1.183040976524353,1.185402274131775,{'gemini_2.5_pro:abc325_d:90:bwd': 'factor_1'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0}"
abc400_d,0.4670587480068207,0.37857770919799805,-0.4670587480068207,-1.0388914346694946,factor_1,abc400_d,639,medium,atcoder,,,,1.1479991674423218,1.1687341928482056,-1.9121413230895996,2.6692967414855957,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc400_d,"['claude_3.7_sonnet:abc400_d:177:bwd', 'gemini_2.5_flash_lite:abc400_d:380:fwd', 'claude_4_opus:abc400_d:187:fwd', 'qwen3_235b:abc400_d:208:bwd', 'gemini_2.5_pro:abc400_d:177:fwd', 'gemini_2.5_flash:abc400_d:289:fwd']","['claude_3.7_sonnet:abc400_d:177', 'gemini_2.5_flash_lite:abc400_d:380', 'claude_4_opus:abc400_d:187', 'qwen3_235b:abc400_d:208', 'gemini_2.5_pro:abc400_d:177', 'gemini_2.5_flash:abc400_d:289']","['claude_3.7_sonnet', 'claude_4_opus', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_3.7_sonnet:abc400_d:177:bwd': 'B', 'gemini_2.5_flash_lite:abc400_d:380:fwd': 'A', 'claude_4_opus:abc400_d:187:fwd': 'A', 'qwen3_235b:abc400_d:208:bwd': 'B', 'gemini_2.5_pro:abc400_d:177:fwd': 'A', 'gemini_2.5_flash:abc400_d:289:fwd': 'A'}",6,hard,-4.883959054946899,-3.2482072909673056,3.579478734026333,1.9174555908437378,1.9168445928047575,"{'claude_3.7_sonnet:abc400_d:177:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc400_d:380:fwd': 'factor_1', 'claude_4_opus:abc400_d:187:fwd': 'factor_1', 'qwen3_235b:abc400_d:208:bwd': 'factor_1', 'gemini_2.5_pro:abc400_d:177:fwd': 'factor_1', 'gemini_2.5_flash:abc400_d:289:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.8333333333333334, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.5}"
abc324_c,0.4654429256916046,0.376961886882782,-0.4654429256916046,-1.0400712490081787,factor_1,abc324_c,364,medium,atcoder,,,,1.1479371786117554,1.1686733961105347,-1.9136378765106201,2.6675617694854736,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc324_c,"['claude_4_opus:abc324_c:113:fwd', 'claude_4_sonnet:abc324_c:158:bwd', 'claude_3.7_sonnet:abc324_c:264:fwd']","['claude_4_opus:abc324_c:113', 'claude_4_sonnet:abc324_c:158', 'claude_3.7_sonnet:abc324_c:264']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet']","['bwd', 'fwd']","{'claude_4_opus:abc324_c:113:fwd': 'A', 'claude_4_sonnet:abc324_c:158:bwd': 'B', 'claude_3.7_sonnet:abc324_c:264:fwd': 'A'}",3,hard,-0.9554953575134277,0.6802564859390259,0.6600545881123298,1.7178619330885871,1.7177168558039335,"{'claude_4_opus:abc324_c:113:fwd': 'factor_1', 'claude_4_sonnet:abc324_c:158:bwd': 'factor_1', 'claude_3.7_sonnet:abc324_c:264:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.6666666666666666}"
abc380_f,0.4639255404472351,0.37544453144073486,-0.4639255404472351,-1.0412408113479614,factor_1,abc380_f,559,hard,atcoder,,,,1.1479021310806274,1.1686391830444336,-1.9150882959365845,2.6659774780273438,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc380_f,"['claude_3.7_sonnet:abc380_f:157:bwd', 'gemini_2.5_flash:abc380_f:242:fwd', 'gemini_2.5_pro:abc380_f:146:fwd', 'gemini_2.5_flash_lite:abc380_f:333:fwd', 'claude_4_sonnet:abc380_f:240:fwd']","['claude_3.7_sonnet:abc380_f:157', 'gemini_2.5_flash:abc380_f:242', 'gemini_2.5_pro:abc380_f:146', 'gemini_2.5_flash_lite:abc380_f:333', 'claude_4_sonnet:abc380_f:240']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'claude_3.7_sonnet:abc380_f:157:bwd': 'B', 'gemini_2.5_flash:abc380_f:242:fwd': 'A', 'gemini_2.5_pro:abc380_f:146:fwd': 'A', 'gemini_2.5_flash_lite:abc380_f:333:fwd': 'A', 'claude_4_sonnet:abc380_f:240:fwd': 'A'}",5,hard,-1.5859878480434417,0.049763929843902585,5.958936017193781,1.577762601336695,1.577451160137166,"{'claude_3.7_sonnet:abc380_f:157:bwd': 'factor_1', 'gemini_2.5_flash:abc380_f:242:fwd': 'factor_1', 'gemini_2.5_pro:abc380_f:146:fwd': 'factor_1', 'gemini_2.5_flash_lite:abc380_f:333:fwd': 'factor_1', 'claude_4_sonnet:abc380_f:240:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.4, 'mistral_14b': 0.8, 'mistral_3b': 0.8, 'mistral_8b': 0.8, 'qwen3_5_0_8b': 0.8, 'qwen3_5_27b': 0.2, 'qwen3_5_2b': 0.4, 'qwen3_5_4b': 0.2, 'qwen3_5_9b': 0.2}"
abc362_e,0.46363139152526855,0.3751503825187683,-0.46363139152526855,-1.0419600009918213,factor_1,abc362_e,478,hard,atcoder,,,,1.1480820178985596,1.1688152551651,-1.9157276153564453,2.6660284996032715,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc362_e,"['gemini_2.5_flash:abc362_e:208:bwd', 'claude_3.7_sonnet:abc362_e:140:bwd', 'gemini_2.5_flash_lite:abc362_e:283:fwd']","['gemini_2.5_flash:abc362_e:208', 'claude_3.7_sonnet:abc362_e:140', 'gemini_2.5_flash_lite:abc362_e:283']","['claude_3.7_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash:abc362_e:208:bwd': 'B', 'claude_3.7_sonnet:abc362_e:140:bwd': 'B', 'gemini_2.5_flash_lite:abc362_e:283:fwd': 'A'}",3,hard,-2.582720180352529,-0.9469683965047201,4.030130027851878,2.689737527194407,2.6888873073216453,"{'gemini_2.5_flash:abc362_e:208:bwd': 'factor_1', 'claude_3.7_sonnet:abc362_e:140:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc362_e:283:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}"
abc384_e,0.4532470703125,0.36476606130599976,-0.4532470703125,-1.0501116514205933,factor_1,abc384_e,574,hard,atcoder,,,,1.1478978395462036,1.1686348915100098,-1.9257583618164062,2.6552906036376953,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc384_e,"['claude_4_opus:abc384_e:170:bwd', 'qwen3_235b:abc384_e:179:fwd', 'gemini_2.5_flash_lite:abc384_e:344:bwd', 'claude_4_sonnet:abc384_e:243:fwd', 'gemini_2.5_flash:abc384_e:251:bwd', 'claude_3.7_sonnet:abc384_e:306:fwd']","['claude_4_opus:abc384_e:170', 'qwen3_235b:abc384_e:179', 'gemini_2.5_flash_lite:abc384_e:344', 'claude_4_sonnet:abc384_e:243', 'gemini_2.5_flash:abc384_e:251', 'claude_3.7_sonnet:abc384_e:306']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_opus:abc384_e:170:bwd': 'B', 'qwen3_235b:abc384_e:179:fwd': 'A', 'gemini_2.5_flash_lite:abc384_e:344:bwd': 'B', 'claude_4_sonnet:abc384_e:243:fwd': 'A', 'gemini_2.5_flash:abc384_e:251:bwd': 'B', 'claude_3.7_sonnet:abc384_e:306:fwd': 'A'}",6,medium,0.0016220460335413616,1.6373738447825115,2.2013266227310684,1.7249122300138426,1.7244263643465387,"{'claude_4_opus:abc384_e:170:bwd': 'factor_1', 'qwen3_235b:abc384_e:179:fwd': 'factor_1', 'gemini_2.5_flash_lite:abc384_e:344:bwd': 'factor_1', 'claude_4_sonnet:abc384_e:243:fwd': 'factor_1', 'gemini_2.5_flash:abc384_e:251:bwd': 'factor_1', 'claude_3.7_sonnet:abc384_e:306:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.8333333333333334, 'mistral_14b': 0.16666666666666666, 'mistral_3b': 0.5, 'mistral_8b': 0.16666666666666666, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
arc196_d,0.3021904528141022,0.21370942890644073,-0.3021904528141022,-0.39969053864479065,factor_1,arc196_d,675,hard,atcoder,,,,0.8463190793991089,0.8752561807632446,-1.5017926692962646,1.9292116165161133,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",arc196_d,['gemini_2.5_pro:arc196_d:255:fwd'],['gemini_2.5_pro:arc196_d:255'],['gemini_2.5_pro'],['fwd'],{'gemini_2.5_pro:arc196_d:255:fwd': 'A'},1,hard,8.300004959106445,9.93575668334961,0.0,3.9135243892669678,3.9125478267669678,{'gemini_2.5_pro:arc196_d:255:fwd': 'factor_1'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
