question_id,judge_item_ids,judge_pair_ids,judge_splits,judge_orderings,judge_gold_labels,judge_n_pair_items,judge_difficulty_meta,judge_difficulty,judge_difficulty_centered,judge_difficulty_pair_sd,judge_difficulty_laplace_se,judge_difficulty_centered_laplace_se,judge_dominant_factors,judge_scores
3550,"['gemini_2.5_pro:3550:30:bwd', 'gemini_2.5_flash_lite:3550:102:bwd', 'gemini_2.5_flash:3550:66:fwd']","['gemini_2.5_pro:3550:30', 'gemini_2.5_flash_lite:3550:102', 'gemini_2.5_flash:3550:66']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_pro:3550:30:bwd': 'B', 'gemini_2.5_flash_lite:3550:102:bwd': 'B', 'gemini_2.5_flash:3550:66:fwd': 'A'}",3,medium,0.02719936768213908,1.6629512707392375,1.060585958838136,0.5639505521140992,0.5657257410350188,"{'gemini_2.5_pro:3550:30:bwd': 'factor_1', 'gemini_2.5_flash_lite:3550:102:bwd': 'factor_1', 'gemini_2.5_flash:3550:66:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}"
arc195_e,"['gemini_2.5_pro:arc195_e:201:bwd', 'claude_4_sonnet:arc195_e:284:bwd']","['gemini_2.5_pro:arc195_e:201', 'claude_4_sonnet:arc195_e:284']","['claude_4_sonnet', 'gemini_2.5_pro']",['bwd'],"{'gemini_2.5_pro:arc195_e:201:bwd': 'B', 'claude_4_sonnet:arc195_e:284:bwd': 'B'}",2,easy,-4.202821046113968,-2.5670692920684814,6.847996680989684,2.3032609542766957,2.302917198345564,"{'gemini_2.5_pro:arc195_e:201:bwd': 'factor_1', 'claude_4_sonnet:arc195_e:284:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3621,"['claude_3.7_sonnet:3621:68:bwd', 'claude_4_opus:3621:54:bwd']","['claude_3.7_sonnet:3621:68', 'claude_4_opus:3621:54']","['claude_3.7_sonnet', 'claude_4_opus']",['bwd'],"{'claude_3.7_sonnet:3621:68:bwd': 'B', 'claude_4_opus:3621:54:bwd': 'B'}",2,medium,-0.31885892152786255,1.3168929815292358,1.3550024664245044,0.6086321026542874,0.6111812724845445,"{'claude_3.7_sonnet:3621:68:bwd': 'factor_1', 'claude_4_opus:3621:54:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.5, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3438,"['qwen3_235b:3438:36:bwd', 'claude_4_opus:3438:36:fwd', 'claude_4_sonnet:3438:59:bwd', 'gemini_2.5_flash:3438:342:bwd']","['qwen3_235b:3438:36', 'claude_4_opus:3438:36', 'claude_4_sonnet:3438:59', 'gemini_2.5_flash:3438:342']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:3438:36:bwd': 'B', 'claude_4_opus:3438:36:fwd': 'A', 'claude_4_sonnet:3438:59:bwd': 'B', 'gemini_2.5_flash:3438:342:bwd': 'B'}",4,hard,-5.409460350871086,-3.7737085819244385,4.058230540451782,2.0122214230067383,2.011694515492553,"{'qwen3_235b:3438:36:bwd': 'factor_1', 'claude_4_opus:3438:36:fwd': 'factor_1', 'claude_4_sonnet:3438:59:bwd': 'factor_1', 'gemini_2.5_flash:3438:342:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.75, 'mistral_3b': 0.25, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.25, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.75, 'qwen3_5_9b': 1.0}"
3317,"['claude_4_sonnet:3317:49:bwd', 'gemini_2.5_flash_lite:3317:59:fwd', 'claude_3.7_sonnet:3317:35:bwd', 'qwen3_235b:3317:29:fwd', 'gemini_2.5_flash:3317:35:bwd']","['claude_4_sonnet:3317:49', 'gemini_2.5_flash_lite:3317:59', 'claude_3.7_sonnet:3317:35', 'qwen3_235b:3317:29', 'gemini_2.5_flash:3317:35']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_sonnet:3317:49:bwd': 'B', 'gemini_2.5_flash_lite:3317:59:fwd': 'A', 'claude_3.7_sonnet:3317:35:bwd': 'B', 'qwen3_235b:3317:29:fwd': 'A', 'gemini_2.5_flash:3317:35:bwd': 'B'}",5,easy,-1.6951776266098022,-0.05942580699920654,2.7445352349783816,0.5932539837448622,0.5941382890623877,"{'claude_4_sonnet:3317:49:bwd': 'factor_1', 'gemini_2.5_flash_lite:3317:59:fwd': 'factor_1', 'claude_3.7_sonnet:3317:35:bwd': 'factor_1', 'qwen3_235b:3317:29:fwd': 'factor_1', 'gemini_2.5_flash:3317:35:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.4, 'mistral_14b': 0.4, 'mistral_3b': 0.4, 'mistral_8b': 0.6, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 1.0}"
3153,['claude_4_sonnet:3153:30:bwd'],['claude_4_sonnet:3153:30'],['claude_4_sonnet'],['bwd'],{'claude_4_sonnet:3153:30:bwd': 'B'},1,medium,0.6386614441871643,2.2744133472442627,0.0,0.9134168028831482,0.9167662858963013,{'claude_4_sonnet:3153:30:bwd': 'factor_1'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3298,"['qwen3_235b:3298:26:bwd', 'claude_3.7_sonnet:3298:210:bwd', 'claude_4_sonnet:3298:44:bwd', 'claude_4_opus:3298:25:bwd', 'gemini_2.5_flash_lite:3298:54:fwd']","['qwen3_235b:3298:26', 'claude_3.7_sonnet:3298:210', 'claude_4_sonnet:3298:44', 'claude_4_opus:3298:25', 'gemini_2.5_flash_lite:3298:54']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:3298:26:bwd': 'B', 'claude_3.7_sonnet:3298:210:bwd': 'B', 'claude_4_sonnet:3298:44:bwd': 'B', 'claude_4_opus:3298:25:bwd': 'B', 'gemini_2.5_flash_lite:3298:54:fwd': 'A'}",5,medium,-2.0260100603103637,-0.39025824069976806,3.393164173068547,0.8580719620745973,0.8584707076745932,"{'qwen3_235b:3298:26:bwd': 'factor_1', 'claude_3.7_sonnet:3298:210:bwd': 'factor_1', 'claude_4_sonnet:3298:44:bwd': 'factor_1', 'claude_4_opus:3298:25:bwd': 'factor_1', 'gemini_2.5_flash_lite:3298:54:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.8, 'mistral_3b': 0.4, 'mistral_8b': 0.2, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 0.8, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 0.8, 'qwen3_5_9b': 1.0}"
3680,"['gemini_2.5_pro:3680:50:bwd', 'qwen3_235b:3680:74:fwd', 'claude_4_opus:3680:64:fwd', 'gemini_2.5_flash:3680:94:bwd', 'claude_4_sonnet:3680:100:bwd', 'gemini_2.5_flash_lite:3680:134:fwd']","['gemini_2.5_pro:3680:50', 'qwen3_235b:3680:74', 'claude_4_opus:3680:64', 'gemini_2.5_flash:3680:94', 'claude_4_sonnet:3680:100', 'gemini_2.5_flash_lite:3680:134']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_pro:3680:50:bwd': 'B', 'qwen3_235b:3680:74:fwd': 'A', 'claude_4_opus:3680:64:fwd': 'A', 'gemini_2.5_flash:3680:94:bwd': 'B', 'claude_4_sonnet:3680:100:bwd': 'B', 'gemini_2.5_flash_lite:3680:134:fwd': 'A'}",6,hard,-5.531114588181178,-3.8953628142674765,6.5381343330889115,2.135457450107183,2.134712042524324,"{'gemini_2.5_pro:3680:50:bwd': 'factor_1', 'qwen3_235b:3680:74:fwd': 'factor_1', 'claude_4_opus:3680:64:fwd': 'factor_1', 'gemini_2.5_flash:3680:94:bwd': 'factor_1', 'claude_4_sonnet:3680:100:bwd': 'factor_1', 'gemini_2.5_flash_lite:3680:134:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.8333333333333334, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 0.8333333333333334, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.8333333333333334}"
abc399_d,"['gemini_2.5_pro:abc399_d:176:bwd', 'gemini_2.5_flash:abc399_d:286:bwd', 'gemini_2.5_flash_lite:abc399_d:377:bwd']","['gemini_2.5_pro:abc399_d:176', 'gemini_2.5_flash:abc399_d:286', 'gemini_2.5_flash_lite:abc399_d:377']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']",['bwd'],"{'gemini_2.5_pro:abc399_d:176:bwd': 'B', 'gemini_2.5_flash:abc399_d:286:bwd': 'B', 'gemini_2.5_flash_lite:abc399_d:377:bwd': 'B'}",3,hard,-0.97856205701828,0.6571897665659586,1.4322093325263467,0.6252396081890697,0.6267859860991246,"{'gemini_2.5_pro:abc399_d:176:bwd': 'factor_1', 'gemini_2.5_flash:abc399_d:286:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc399_d:377:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3466,"['claude_4_sonnet:3466:67:bwd', 'claude_4_opus:3466:41:fwd']","['claude_4_sonnet:3466:67', 'claude_4_opus:3466:41']","['claude_4_opus', 'claude_4_sonnet']","['bwd', 'fwd']","{'claude_4_sonnet:3466:67:bwd': 'B', 'claude_4_opus:3466:41:fwd': 'A'}",2,easy,-7.7127940356731415,-6.07704222202301,11.809791573061265,1.3706722364349475,1.371283189075027,"{'claude_4_sonnet:3466:67:bwd': 'factor_1', 'claude_4_opus:3466:41:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 1.0}"
abc315_d,"['gemini_2.5_pro:abc315_d:84:bwd', 'gemini_2.5_flash_lite:abc315_d:202:bwd', 'gemini_2.5_flash:abc315_d:153:bwd']","['gemini_2.5_pro:abc315_d:84', 'gemini_2.5_flash_lite:abc315_d:202', 'gemini_2.5_flash:abc315_d:153']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']",['bwd'],"{'gemini_2.5_pro:abc315_d:84:bwd': 'B', 'gemini_2.5_flash_lite:abc315_d:202:bwd': 'B', 'gemini_2.5_flash:abc315_d:153:bwd': 'B'}",3,hard,-3.713800768057505,-2.0780490239461265,3.8278034096556945,1.5503233584837108,1.5503304761932026,"{'gemini_2.5_pro:abc315_d:84:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc315_d:202:bwd': 'factor_1', 'gemini_2.5_flash:abc315_d:153:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.0, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc328_d,"['claude_4_sonnet:abc328_d:165:bwd', 'claude_3.7_sonnet:abc328_d:268:bwd', 'claude_4_opus:abc328_d:119:fwd']","['claude_4_sonnet:abc328_d:165', 'claude_3.7_sonnet:abc328_d:268', 'claude_4_opus:abc328_d:119']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet']","['bwd', 'fwd']","{'claude_4_sonnet:abc328_d:165:bwd': 'B', 'claude_3.7_sonnet:abc328_d:268:bwd': 'B', 'claude_4_opus:abc328_d:119:fwd': 'A'}",3,medium,-2.142339968432983,-0.5065882205963135,4.300169608971294,2.121280186600544,2.120815359944611,"{'claude_4_sonnet:abc328_d:165:bwd': 'factor_1', 'claude_3.7_sonnet:abc328_d:268:bwd': 'factor_1', 'claude_4_opus:abc328_d:119:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}"
3261,"['qwen3_235b:3261:23:bwd', 'claude_4_opus:3261:23:bwd', 'gemini_2.5_pro:3261:8:bwd', 'claude_4_sonnet:3261:40:bwd', 'gemini_2.5_flash:3261:28:bwd', 'gemini_2.5_flash_lite:3261:49:fwd', 'claude_3.7_sonnet:3261:209:fwd']","['qwen3_235b:3261:23', 'claude_4_opus:3261:23', 'gemini_2.5_pro:3261:8', 'claude_4_sonnet:3261:40', 'gemini_2.5_flash:3261:28', 'gemini_2.5_flash_lite:3261:49', 'claude_3.7_sonnet:3261:209']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:3261:23:bwd': 'B', 'claude_4_opus:3261:23:bwd': 'B', 'gemini_2.5_pro:3261:8:bwd': 'B', 'claude_4_sonnet:3261:40:bwd': 'B', 'gemini_2.5_flash:3261:28:bwd': 'B', 'gemini_2.5_flash_lite:3261:49:fwd': 'A', 'claude_3.7_sonnet:3261:209:fwd': 'A'}",7,hard,-3.7695589789322446,-2.1338071652821133,4.383440339511506,1.2228867758814386,1.2227096892040117,"{'qwen3_235b:3261:23:bwd': 'factor_1', 'claude_4_opus:3261:23:bwd': 'factor_1', 'gemini_2.5_pro:3261:8:bwd': 'factor_1', 'claude_4_sonnet:3261:40:bwd': 'factor_1', 'gemini_2.5_flash:3261:28:bwd': 'factor_1', 'gemini_2.5_flash_lite:3261:49:fwd': 'factor_1', 'claude_3.7_sonnet:3261:209:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.7142857142857143, 'mistral_14b': 0.7142857142857143, 'mistral_3b': 0.42857142857142855, 'mistral_8b': 0.7142857142857143, 'qwen3_5_0_8b': 0.42857142857142855, 'qwen3_5_27b': 0.7142857142857143, 'qwen3_5_2b': 0.2857142857142857, 'qwen3_5_4b': 0.7142857142857143, 'qwen3_5_9b': 0.7142857142857143}"
abc367_d,"['claude_4_sonnet:abc367_d:215:bwd', 'claude_4_opus:abc367_d:152:fwd', 'gemini_2.5_flash_lite:abc367_d:295:fwd', 'gemini_2.5_flash:abc367_d:396:fwd']","['claude_4_sonnet:abc367_d:215', 'claude_4_opus:abc367_d:152', 'gemini_2.5_flash_lite:abc367_d:295', 'gemini_2.5_flash:abc367_d:396']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'claude_4_sonnet:abc367_d:215:bwd': 'B', 'claude_4_opus:abc367_d:152:fwd': 'A', 'gemini_2.5_flash_lite:abc367_d:295:fwd': 'A', 'gemini_2.5_flash:abc367_d:396:fwd': 'A'}",4,medium,-1.3217697590589523,0.3139820694923401,2.2306670014526206,2.2748096310788024,2.274108231949475,"{'claude_4_sonnet:abc367_d:215:bwd': 'factor_1', 'claude_4_opus:abc367_d:152:fwd': 'factor_1', 'gemini_2.5_flash_lite:abc367_d:295:fwd': 'factor_1', 'gemini_2.5_flash:abc367_d:396:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.75, 'mistral_14b': 0.75, 'mistral_3b': 0.75, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.75, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.25, 'qwen3_5_9b': 0.5}"
3675,"['qwen3_235b:3675:72:bwd', 'gemini_2.5_flash:3675:92:bwd', 'gemini_2.5_flash_lite:3675:132:fwd']","['qwen3_235b:3675:72', 'gemini_2.5_flash:3675:92', 'gemini_2.5_flash_lite:3675:132']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:3675:72:bwd': 'B', 'gemini_2.5_flash:3675:92:bwd': 'B', 'gemini_2.5_flash_lite:3675:132:fwd': 'A'}",3,hard,-3.6975574791431427,-2.0618057250976562,7.329180005634738,2.4221947054314157,2.4215193143288585,"{'qwen3_235b:3675:72:bwd': 'factor_1', 'gemini_2.5_flash:3675:92:bwd': 'factor_1', 'gemini_2.5_flash_lite:3675:132:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}"
3575,"['qwen3_235b:3575:58:bwd', 'gemini_2.5_pro:3575:34:fwd', 'gemini_2.5_flash:3575:351:bwd']","['qwen3_235b:3575:58', 'gemini_2.5_pro:3575:34', 'gemini_2.5_flash:3575:351']","['gemini_2.5_flash', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:3575:58:bwd': 'B', 'gemini_2.5_pro:3575:34:fwd': 'A', 'gemini_2.5_flash:3575:351:bwd': 'B'}",3,hard,-0.8668681780497233,0.7688837051391602,1.36961122217661,0.599433612811594,0.6010713598067344,"{'qwen3_235b:3575:58:bwd': 'factor_1', 'gemini_2.5_pro:3575:34:fwd': 'factor_1', 'gemini_2.5_flash:3575:351:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}"
abc309_b,"['gemini_2.5_pro:abc309_b:223:bwd', 'gemini_2.5_flash_lite:abc309_b:187:fwd']","['gemini_2.5_pro:abc309_b:223', 'gemini_2.5_flash_lite:abc309_b:187']","['gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_pro:abc309_b:223:bwd': 'B', 'gemini_2.5_flash_lite:abc309_b:187:fwd': 'A'}",2,easy,-3.735753118991852,-2.100001335144043,6.184488285776746,1.9947814383173936,1.994700538476771,"{'gemini_2.5_pro:abc309_b:223:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc309_b:187:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
3759,"['qwen3_235b:3759:92:bwd', 'claude_4_opus:3759:74:bwd']","['qwen3_235b:3759:92', 'claude_4_opus:3759:74']","['claude_4_opus', 'qwen3_235b']",['bwd'],"{'qwen3_235b:3759:92:bwd': 'B', 'claude_4_opus:3759:74:bwd': 'B'}",2,medium,-3.434606373310089,-1.7988545894622803,5.7582781116229365,2.6505236030519663,2.649916130402498,"{'qwen3_235b:3759:92:bwd': 'factor_1', 'claude_4_opus:3759:74:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.0, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc391_f,"['qwen3_235b:abc391_f:196:bwd', 'gemini_2.5_flash_lite:abc391_f:361:bwd', 'claude_4_opus:abc391_f:179:fwd', 'claude_4_sonnet:abc391_f:254:fwd', 'gemini_2.5_flash:abc391_f:274:bwd']","['qwen3_235b:abc391_f:196', 'gemini_2.5_flash_lite:abc391_f:361', 'claude_4_opus:abc391_f:179', 'claude_4_sonnet:abc391_f:254', 'gemini_2.5_flash:abc391_f:274']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:abc391_f:196:bwd': 'B', 'gemini_2.5_flash_lite:abc391_f:361:bwd': 'B', 'claude_4_opus:abc391_f:179:fwd': 'A', 'claude_4_sonnet:abc391_f:254:fwd': 'A', 'gemini_2.5_flash:abc391_f:274:bwd': 'B'}",5,medium,-2.125255310535431,-0.48950350284576416,2.255371152997922,1.5331108975666516,1.5328335075057005,"{'qwen3_235b:abc391_f:196:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc391_f:361:bwd': 'factor_1', 'claude_4_opus:abc391_f:179:fwd': 'factor_1', 'claude_4_sonnet:abc391_f:254:fwd': 'factor_1', 'gemini_2.5_flash:abc391_f:274:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.8, 'mistral_14b': 0.8, 'mistral_3b': 0.6, 'mistral_8b': 0.8, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 0.8, 'qwen3_5_9b': 0.8}"
abc391_e,"['gemini_2.5_flash:abc391_e:273:bwd', 'gemini_2.5_pro:abc391_e:165:bwd', 'gemini_2.5_flash_lite:abc391_e:360:fwd', 'claude_3.7_sonnet:abc391_e:314:fwd', 'claude_4_sonnet:abc391_e:253:bwd']","['gemini_2.5_flash:abc391_e:273', 'gemini_2.5_pro:abc391_e:165', 'gemini_2.5_flash_lite:abc391_e:360', 'claude_3.7_sonnet:abc391_e:314', 'claude_4_sonnet:abc391_e:253']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_flash:abc391_e:273:bwd': 'B', 'gemini_2.5_pro:abc391_e:165:bwd': 'B', 'gemini_2.5_flash_lite:abc391_e:360:fwd': 'A', 'claude_3.7_sonnet:abc391_e:314:fwd': 'A', 'claude_4_sonnet:abc391_e:253:bwd': 'B'}",5,easy,-1.6507565796375274,-0.015004801750183105,2.7448566084612045,1.9263332912324187,1.925776611111289,"{'gemini_2.5_flash:abc391_e:273:bwd': 'factor_1', 'gemini_2.5_pro:abc391_e:165:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc391_e:360:fwd': 'factor_1', 'claude_3.7_sonnet:abc391_e:314:fwd': 'factor_1', 'claude_4_sonnet:abc391_e:253:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6, 'mistral_3b': 0.6, 'mistral_8b': 0.4, 'qwen3_5_0_8b': 0.6, 'qwen3_5_27b': 0.8, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 0.6}"
abc394_e,"['gemini_2.5_flash_lite:abc394_e:367:bwd', 'claude_4_opus:abc394_e:180:fwd', 'gemini_2.5_flash:abc394_e:278:bwd', 'qwen3_235b:abc394_e:200:bwd']","['gemini_2.5_flash_lite:abc394_e:367', 'claude_4_opus:abc394_e:180', 'gemini_2.5_flash:abc394_e:278', 'qwen3_235b:abc394_e:200']","['claude_4_opus', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:abc394_e:367:bwd': 'B', 'claude_4_opus:abc394_e:180:fwd': 'A', 'gemini_2.5_flash:abc394_e:278:bwd': 'B', 'qwen3_235b:abc394_e:200:bwd': 'B'}",4,medium,-3.692915514111519,-2.0571637749671936,2.862853876610315,2.1295093905721467,2.1289030747872033,"{'gemini_2.5_flash_lite:abc394_e:367:bwd': 'factor_1', 'claude_4_opus:abc394_e:180:fwd': 'factor_1', 'gemini_2.5_flash:abc394_e:278:bwd': 'factor_1', 'qwen3_235b:abc394_e:200:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.25, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.25, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.75, 'qwen3_5_4b': 0.75, 'qwen3_5_9b': 0.75}"
abc352_c,['claude_3.7_sonnet:abc352_c:132:bwd'],['claude_3.7_sonnet:abc352_c:132'],['claude_3.7_sonnet'],['bwd'],{'claude_3.7_sonnet:abc352_c:132:bwd': 'B'},1,easy,0.5113221406936646,2.147073984146118,0.0,7.206145286560059,7.203198432922363,{'claude_3.7_sonnet:abc352_c:132:bwd': 'factor_1'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc373_c,['gemini_2.5_flash:abc373_c:403:bwd'],['gemini_2.5_flash:abc373_c:403'],['gemini_2.5_flash'],['bwd'],{'gemini_2.5_flash:abc373_c:403:bwd': 'B'},1,hard,0.4915211498737335,2.1272730827331543,0.0,6.712993621826172,6.7103166580200195,{'gemini_2.5_flash:abc373_c:403:bwd': 'factor_1'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
