item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,selected_order,difficulty_meta,platform,question_content,starter_code,prompt,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
abc320_e,3.7135532,3.6250722,-3.7135532,-3.5259402,factor_1,abc320_e,352,hard,atcoder,,,,6.469852,6.4642925,-9.044941,16.295086
abc391_e,3.7045434,3.6160624,-3.7045434,-1.9607779,factor_1,abc391_e,604,hard,atcoder,,,,5.516582,5.5131273,-7.1896677,14.421792
3240,3.6968067,3.6083257,-3.6968067,-2.6088672,factor_1,3240,96,medium,leetcode,,,,5.995724,5.991184,-8.134396,15.3510475
abc307_c,3.693762,3.605281,-3.693762,-2.7399185,factor_1,abc307_c,313,medium,atcoder,,,,6.0645967,6.0599055,-8.272134,15.482696
3046,3.6872284,3.5987475,-3.6872284,-3.9763565,factor_1,3046,61,medium,leetcode,,,,6.5173473,6.511688,-9.164162,16.361656
abc334_c,3.685621,3.59714,-3.685621,-3.844464,factor_1,abc334_c,396,medium,atcoder,,,,6.478475,6.4728975,-9.089739,16.28402
3244,3.6765487,3.5880678,-3.6765487,-3.31078,factor_1,3244,98,medium,leetcode,,,,6.280082,6.2749248,-8.710785,15.886921
3682,3.6691914,3.5807104,-3.6691914,-4.459843,factor_1,3682,242,hard,leetcode,,,,6.563903,6.5581465,-9.273257,16.434677
3686,3.6689823,3.5805013,-3.6689823,-3.4288328,factor_1,3686,245,medium,leetcode,,,,6.3002806,6.29508,-8.757855,15.918859
abc359_d,3.661456,3.5729752,-3.661456,-4.18133,factor_1,abc359_d,466,hard,atcoder,,,,6.484373,6.4787836,-9.125441,16.27139
2915,3.6477087,3.5592277,-3.6477087,-3.8758025,factor_1,2915,42,medium,leetcode,,,,6.3701787,6.36483,-8.915839,16.034294
3317,3.647432,3.5589511,-3.647432,-2.4803982,factor_1,3317,115,medium,leetcode,,,,5.7738104,5.769766,-7.74979,14.867693
3607,3.6460934,3.5576124,-3.6460934,-2.1704023,factor_1,3607,215,medium,leetcode,,,,5.543396,5.539879,-7.3005505,14.415775
abc379_g,3.6437016,3.5552206,-3.6437016,-3.0935805,factor_1,abc379_g,554,hard,atcoder,,,,6.0944414,6.0896854,-8.380563,15.491004
3743,3.6434965,3.5550156,-3.6434965,-3.9213867,factor_1,3743,266,medium,leetcode,,,,6.368926,6.3635798,-8.917601,16.027632
3625,3.6392767,3.5507958,-3.6392767,-4.428018,factor_1,3625,222,easy,leetcode,,,,6.4649153,6.4593663,-9.109563,16.211155
3233,3.6322427,3.5437617,-3.6322427,-4.0389533,factor_1,3233,94,hard,leetcode,,,,6.3629622,6.357629,-8.917191,16.004715
abc359_c,3.6315014,3.5430205,-3.6315014,-1.8730464,factor_1,abc359_c,465,medium,atcoder,,,,5.243801,5.2409954,-6.729331,13.8153715
3507,3.6212816,3.5328007,-3.6212816,-2.477512,factor_1,3507,177,medium,leetcode,,,,5.6998754,5.695998,-7.6313562,14.696958
abc378_f,3.6196387,3.5311577,-3.6196387,-3.1874,factor_1,abc378_f,549,hard,atcoder,,,,6.0636706,6.0589814,-8.344446,15.406761
3692,3.6175637,3.5290828,-3.6175637,-3.6976414,factor_1,3692,248,hard,leetcode,,,,6.2311153,6.2260633,-8.674002,15.732166
abc368_c,3.6143024,3.5258214,-3.6143024,-2.959112,factor_1,abc368_c,503,medium,atcoder,,,,5.9489064,5.94447,-8.1253395,15.176983
arc187_b,3.609114,3.520633,-3.609114,-5.6878242,factor_1,arc187_b,655,hard,atcoder,,,,6.5445457,6.53883,-9.295474,16.33674
2786,3.6053162,3.5168352,-3.6053162,-5.1263294,factor_1,2786,12,medium,leetcode,,,,6.4676704,6.462116,-9.148911,16.182583
3190,3.6043072,3.5158262,-3.6043072,-2.3730047,factor_1,3190,76,medium,leetcode,,,,5.5834455,5.579836,-7.4206524,14.452305
abc391_g,3.603284,3.514803,-3.603284,-2.5386057,factor_1,abc391_g,606,hard,atcoder,,,,5.689704,5.6858497,-7.6294622,14.659068
3535,3.5866475,3.4981666,-3.5866475,-2.819088,factor_1,3535,188,hard,leetcode,,,,5.80249,5.798381,-7.8666606,14.862993
arc196_c,3.5837917,3.4953108,-3.5837917,-2.9607038,factor_1,arc196_c,674,hard,atcoder,,,,5.8634634,5.8592167,-7.9887543,14.979376
3406,3.5736482,3.4851673,-3.5736482,-1.6825125,factor_1,3406,142,medium,leetcode,,,,4.9126363,4.9106545,-6.139715,13.11005
3224,3.5687077,3.4802268,-3.5687077,-4.1852603,factor_1,3224,89,hard,leetcode,,,,6.204502,6.199507,-8.670808,15.631261
3658,3.5651011,3.4766202,-3.5651011,-3.6118026,factor_1,3658,236,hard,leetcode,,,,6.0525384,6.0478735,-8.377213,15.330452
arc183_c,3.5602126,3.4717317,-3.5602126,-4.965917,factor_1,arc183_c,647,hard,atcoder,,,,6.309274,6.3040547,-8.884216,15.827679
2802,3.5522444,3.4637635,-3.5522444,-2.3977015,factor_1,2802,14,medium,leetcode,,,,5.4624395,5.4591117,-7.2360954,14.163622
3776,3.54989,3.461409,-3.54989,-4.201253,factor_1,3776,277,medium,leetcode,,,,6.152438,6.147556,-8.587801,15.510618
3779,3.5471845,3.4587035,-3.5471845,-2.9437492,factor_1,3779,279,medium,leetcode,,,,5.7540765,5.7500763,-7.8114467,14.728853
3219,3.536751,3.44827,-3.536751,-2.6523142,factor_1,3219,87,medium,leetcode,,,,5.577501,5.573905,-7.4765844,14.373124
3227,3.5360835,3.4476025,-3.5360835,-4.276605,factor_1,3227,90,easy,leetcode,,,,6.126968,6.1221404,-8.551793,15.446998
3203,3.534892,3.4464111,-3.534892,-3.511732,factor_1,3203,83,hard,leetcode,,,,5.9360204,5.9316125,-8.179549,15.0723715
3291,3.5334153,3.4449344,-3.5334153,-2.9190898,factor_1,3291,106,medium,leetcode,,,,5.705011,5.701122,-7.7292647,14.619133
3639,3.5287156,3.4402347,-3.5287156,-3.0787325,factor_1,3639,228,medium,leetcode,,,,5.7625356,5.7585163,-7.846458,14.726927
2877,3.52155,3.433069,-3.52155,-2.4338572,factor_1,2877,36,medium,leetcode,,,,5.4063344,5.403139,-7.1570835,14.023222
3604,3.5209477,3.4324667,-3.5209477,-2.335495,factor_1,3604,213,hard,leetcode,,,,5.3394494,5.3364134,-7.026904,13.891837
3722,3.5133626,3.4248817,-3.5133626,-2.7676773,factor_1,3722,261,medium,leetcode,,,,5.577047,5.573452,-7.4990845,14.348848
3518,3.5024266,3.4139457,-3.5024266,-2.7309263,factor_1,3518,180,medium,leetcode,,,,5.529072,5.5255885,-7.416208,14.244099
3355,3.5001445,3.4116635,-3.5001445,-4.588806,factor_1,3355,122,medium,leetcode,,,,6.0773435,6.0726247,-8.490681,15.314009
2870,3.5000288,3.411548,-3.5000288,-2.7529886,factor_1,2870,34,easy,leetcode,,,,5.5341887,5.5306935,-7.4286118,14.251707
3456,3.4990406,3.4105597,-3.4990406,-2.1749802,factor_1,3456,160,medium,leetcode,,,,5.1690927,5.166469,-6.71572,13.5368395
2810,3.4982822,3.4098012,-3.4982822,-2.8813608,factor_1,2810,16,medium,leetcode,,,,5.5927544,5.5891232,-7.54488,14.364483
3453,3.485511,3.39703,-3.485511,-2.486595,factor_1,3453,157,medium,leetcode,,,,5.346871,5.343817,-7.076852,13.870912
3699,3.482583,3.394102,-3.482583,-3.853483,factor_1,3699,251,medium,leetcode,,,,5.883117,5.8788266,-8.128398,14.916602
3451,3.4824193,3.3939383,-3.4824193,-6.011721,factor_1,3451,156,medium,leetcode,,,,6.1924777,6.1875086,-8.733579,15.521455
3298,3.480787,3.392306,-3.480787,-3.5244675,factor_1,3298,109,hard,leetcode,,,,5.7891765,5.785097,-7.9464846,14.731097
2754,3.4728608,3.3843799,-3.4728608,-4.2227154,factor_1,2754,8,medium,leetcode,,,,5.935705,5.9312983,-8.240965,15.009726
3559,3.4679198,3.3794389,-3.4679198,-3.148735,factor_1,3559,196,medium,leetcode,,,,5.6259418,5.622234,-7.64014,14.399017
3381,3.4670517,3.3785708,-3.4670517,-2.6493323,factor_1,3381,132,easy,leetcode,,,,5.3935146,5.39035,-7.186516,13.943657
3091,3.4612637,3.3727827,-3.4612637,-2.2055807,factor_1,3091,65,hard,leetcode,,,,5.0989647,5.096514,-6.6163855,13.361951
3684,3.456167,3.367686,-3.456167,-3.84729,factor_1,3684,244,easy,leetcode,,,,5.808441,5.804318,-8.008777,14.744149
3528,3.4474516,3.3589706,-3.4474516,-3.4614103,factor_1,3528,184,medium,leetcode,,,,5.679297,5.6754665,-7.764944,14.482885
3430,3.4439528,3.3554718,-3.4439528,-3.9535542,factor_1,3430,150,medium,leetcode,,,,5.7995443,5.7954416,-8.003594,14.714538
arc190_d,3.4433675,3.3548865,-3.4433675,-3.7616968,factor_1,arc190_d,661,hard,atcoder,,,,5.7522964,5.7483,-7.911782,14.621555
2837,3.4411986,3.3527176,-3.4411986,-2.296602,factor_1,2837,24,medium,leetcode,,,,5.1138935,5.1114063,-6.665639,13.371074
abc372_e,3.4395933,3.3511124,-3.4395933,-4.8476553,factor_1,abc372_e,522,hard,atcoder,,,,5.9430056,5.9385824,-8.288509,14.990734
3789,3.4335842,3.3451033,-3.4335842,-2.9860182,factor_1,3789,285,hard,leetcode,,,,5.469507,5.4661627,-7.368576,14.058783
arc182_d,3.4291387,3.3406577,-3.4291387,-1.665308,factor_1,arc182_d,644,hard,atcoder,,,,4.566482,4.5654135,-5.607553,12.288868
3328,3.428468,3.339987,-3.428468,-2.5840707,factor_1,3328,117,medium,leetcode,,,,5.259755,5.256911,-6.963558,13.643532
3174,3.40964,3.3211591,-3.40964,-3.3612375,factor_1,3174,74,medium,leetcode,,,,5.547032,5.543506,-7.544113,14.186432
2784,3.4051507,3.3166697,-3.4051507,-3.4906445,factor_1,2784,11,hard,leetcode,,,,5.5755057,5.571914,-7.6042824,14.237621
3765,3.3966615,3.3081806,-3.3966615,-3.1712272,factor_1,3765,274,hard,leetcode,,,,5.4474277,5.4441357,-7.3623257,13.978687
3267,3.3937361,3.3052552,-3.3937361,-3.1283903,factor_1,3267,104,medium,leetcode,,,,5.423891,5.4206543,-7.319227,13.929737
3681,3.3936548,3.3051739,-3.3936548,-3.6061637,factor_1,3681,241,medium,leetcode,,,,5.5782056,5.574608,-7.6210575,14.231405
2808,3.388765,3.3002841,-3.388765,-2.9236755,factor_1,2808,15,hard,leetcode,,,,5.327981,5.3249726,-7.1366625,13.737231
abc377_f,3.3844383,3.2959573,-3.3844383,-2.7408893,factor_1,abc377_f,544,hard,atcoder,,,,5.232417,5.229639,-6.954135,13.54605
3442,3.3818612,3.2933803,-3.3818612,-1.8592165,factor_1,3442,154,medium,leetcode,,,,4.6401415,4.6388736,-5.7988124,12.385572
3231,3.375537,3.287056,-3.375537,-3.277988,factor_1,3231,93,medium,leetcode,,,,5.430881,5.427628,-7.351095,13.925207
3791,3.3730996,3.2846186,-3.3730996,-2.5268679,factor_1,3791,286,medium,leetcode,,,,5.0915008,5.089069,-6.6899567,13.259193
3677,3.3730423,3.2845614,-3.3730423,-3.0455441,factor_1,3677,239,medium,leetcode,,,,5.3390465,5.3360114,-7.1740217,13.743144
abc303_e,3.3721936,3.2837126,-3.3721936,-3.5657287,factor_1,abc303_e,303,hard,atcoder,,,,5.510869,5.5074277,-7.510846,14.078271
2811,3.3663383,3.2778573,-3.3663383,-2.1345239,factor_1,2811,17,medium,leetcode,,,,4.8230147,4.8212643,-6.171821,12.727535
3764,3.3565922,3.2681112,-3.3565922,-1.959346,factor_1,3764,273,medium,leetcode,,,,4.667229,4.665889,-5.8770313,12.413254
2884,3.3498757,3.2613947,-3.3498757,-2.3750703,factor_1,2884,40,hard,leetcode,,,,4.9462953,4.944228,-6.4292927,12.952082
abc390_g,3.3459587,3.2574778,-3.3459587,-2.3298252,factor_1,abc390_g,602,hard,atcoder,,,,4.908744,4.906772,-6.3597956,12.874751
3495,3.3357942,3.2473133,-3.3357942,-2.960865,factor_1,3495,173,medium,leetcode,,,,5.2118235,5.2090955,-6.962514,13.457141
3454,3.3254213,3.2369404,-3.3254213,-2.7264984,factor_1,3454,158,hard,leetcode,,,,5.081382,5.0789747,-6.7178507,13.191731
3439,3.320969,3.2324882,-3.320969,-2.6026578,factor_1,3439,153,hard,leetcode,,,,5.0082045,5.0059805,-6.5792336,13.04421
3397,3.3200903,3.2316093,-3.3200903,-4.801065,factor_1,3397,139,easy,leetcode,,,,5.6117353,5.6080604,-7.760189,14.223408
3485,3.3193705,3.2308896,-3.3193705,-2.442143,factor_1,3485,168,medium,leetcode,,,,4.9153767,4.9133883,-6.399352,12.861131
3263,3.315413,3.226932,-3.315413,-5.845674,factor_1,3263,101,easy,leetcode,,,,5.7094603,5.705561,-7.9559684,14.409832
3550,3.312478,3.223997,-3.312478,-3.3969452,factor_1,3550,191,hard,leetcode,,,,5.3095183,5.306554,-7.1768484,13.624843
3714,3.3111796,3.2226987,-3.3111796,-4.4273868,factor_1,3714,255,medium,leetcode,,,,5.5345244,5.5310283,-7.618117,14.063515
3361,3.3088255,3.2203445,-3.3088255,-3.4732199,factor_1,3361,125,easy,leetcode,,,,5.3229957,5.319999,-7.206854,13.647543
3243,3.304088,3.2156072,-3.304088,-3.8852298,factor_1,3243,97,hard,leetcode,,,,5.414935,5.41172,-7.3913636,13.822578
3566,3.302436,3.2139552,-3.302436,-3.0976784,factor_1,3566,200,medium,leetcode,,,,5.1838613,5.1812015,-6.9412003,13.36911
3629,3.2963965,3.2079155,-3.2963965,-2.1630123,factor_1,3629,224,medium,leetcode,,,,4.6853156,4.683927,-5.972582,12.388412
3374,3.296099,3.207618,-3.296099,-3.7744105,factor_1,3374,129,medium,leetcode,,,,5.369548,5.3664403,-7.310605,13.725841
3297,3.2955172,3.2070363,-3.2955172,-3.8658562,factor_1,3297,108,medium,leetcode,,,,5.388938,5.3857837,-7.3491,13.763172
3279,3.293841,3.20536,-3.293841,-2.70272,factor_1,3279,105,medium,leetcode,,,,4.994735,4.992545,-6.580029,12.990749
abc387_f,3.283877,3.195396,-3.283877,-2.6120336,factor_1,abc387_f,588,hard,atcoder,,,,4.926075,4.924059,-6.4557595,12.846552
3376,3.280383,3.1919022,-3.280383,-2.7586367,factor_1,3376,131,hard,leetcode,,,,4.989648,4.9874706,-6.583541,12.967345
3438,3.2709048,3.1824238,-3.2709048,-4.584226,factor_1,3438,152,hard,leetcode,,,,5.4545264,5.4512177,-7.5019636,13.866811
3382,3.2649229,3.176442,-3.2649229,-3.494289,factor_1,3382,133,hard,leetcode,,,,5.2203336,5.217585,-7.050025,13.402909
abc374_e,3.2442293,3.1557484,-3.2442293,-3.1142638,factor_1,abc374_e,528,hard,atcoder,,,,5.0499816,5.0476527,-6.737651,13.049148
2824,3.2436593,3.1551783,-3.2436593,-3.530927,factor_1,2824,19,easy,leetcode,,,,5.1786017,5.175955,-6.9896936,13.30005
3637,3.235852,3.147371,-3.235852,-3.0387053,factor_1,3637,227,hard,leetcode,,,,5.002465,5.0002556,-6.6531296,12.947872
3634,3.233256,3.1447752,-3.233256,-2.8912127,factor_1,3634,226,medium,leetcode,,,,4.938,4.935954,-6.5296946,12.819245
3655,3.2315967,3.1431158,-3.2315967,-3.1698027,factor_1,3655,234,medium,leetcode,,,,5.039601,5.037298,-6.729989,13.016221
3292,3.2287004,3.1402194,-3.2287004,-3.0933244,factor_1,3292,107,medium,leetcode,,,,5.005839,5.0036206,-6.666877,12.947316
3700,3.2277431,3.1392622,-3.2277431,-3.0426779,factor_1,3700,252,hard,leetcode,,,,4.984971,4.9828057,-6.627037,12.905561
3555,3.2215912,3.1331103,-3.2215912,-4.5284758,factor_1,3555,194,easy,leetcode,,,,5.322407,5.3194118,-7.2929373,13.559157
abc373_e,3.2138896,3.1254086,-3.2138896,-2.9923813,factor_1,abc373_e,525,hard,atcoder,,,,4.933687,4.931652,-6.54063,12.791447
3532,3.2087333,3.1202524,-3.2087333,-3.0878787,factor_1,3532,186,hard,leetcode,,,,4.9572945,4.955199,-6.591937,12.832442
2832,3.203343,3.114862,-3.203343,-2.5303986,factor_1,2832,22,medium,leetcode,,,,4.701196,4.699765,-6.0966783,12.326403
3622,3.1967862,3.1083052,-3.1967862,-2.4824271,factor_1,3622,221,medium,leetcode,,,,4.6612525,4.659928,-6.025154,12.241764
3510,3.1947749,3.106294,-3.1947749,-3.7724407,factor_1,3510,178,medium,leetcode,,,,5.1205807,5.118077,-6.9251375,13.137725
3527,3.1847973,3.0963163,-3.1847973,-3.1959195,factor_1,3527,183,hard,leetcode,,,,4.939188,4.937139,-6.5804768,12.773109
3223,3.1720164,3.0835354,-3.1720164,-4.504288,factor_1,3223,88,hard,leetcode,,,,5.197559,5.1948657,-7.098402,13.265472
2919,3.1701903,3.0817094,-3.1701903,-3.8409572,factor_1,2919,44,hard,leetcode,,,,5.0772142,5.0748177,-6.8649335,13.028353
3494,3.166835,3.0783541,-3.166835,-2.5660977,factor_1,3494,172,medium,leetcode,,,,4.63955,4.638284,-6.012683,12.169391
abc389_e,3.1604395,3.0719585,-3.1604395,-2.6418493,factor_1,abc389_e,595,hard,atcoder,,,,4.662808,4.6614795,-6.064542,12.208459
3795,3.1489697,3.0604887,-3.1489697,-3.2172668,factor_1,3795,289,medium,leetcode,,,,4.8642397,4.8623824,-6.469781,12.590758
3387,3.1483529,3.059872,-3.1483529,-2.561702,factor_1,3387,135,medium,leetcode,,,,4.597364,4.5962114,-5.948703,12.068446
3455,3.1424656,3.0539846,-3.1424656,-2.665533,factor_1,3455,159,medium,leetcode,,,,4.634909,4.6336555,-6.027981,12.13595
3150,3.141361,3.05288,-3.141361,-2.879221,factor_1,3150,70,medium,leetcode,,,,4.7253337,4.723839,-6.205844,12.3116045
3199,3.135923,3.047442,-3.135923,-2.5860262,factor_1,3199,81,easy,leetcode,,,,4.582744,4.581631,-5.9325557,12.027439
2833,3.1329758,3.0444949,-3.1329758,-2.9481177,factor_1,2833,23,medium,leetcode,,,,4.733943,4.732425,-6.231059,12.320048
3354,3.1293776,3.0408967,-3.1293776,-2.4570668,factor_1,3354,121,medium,leetcode,,,,4.502833,4.501939,-5.7829037,11.8646965
2979,3.1275709,3.03909,-3.1275709,-2.6537564,factor_1,2979,50,medium,leetcode,,,,4.5972834,4.596131,-5.969326,12.047506
3744,3.1155016,3.0270207,-3.1155016,-3.341356,factor_1,3744,267,hard,leetcode,,,,4.8267145,4.824954,-6.4298897,12.483931
3239,3.0991702,3.0106893,-3.0991702,-3.9465153,factor_1,3239,95,medium,leetcode,,,,4.933722,4.931687,-6.655417,12.676796
3690,3.066697,2.978216,-3.066697,-3.2071223,factor_1,3690,247,hard,leetcode,,,,4.678747,4.677376,-6.1894407,12.145873
3608,3.0634208,2.9749398,-3.0634208,-3.0506992,factor_1,3608,216,hard,leetcode,,,,4.620193,4.618979,-6.078259,12.028139
3114,3.062947,2.974466,-3.062947,-2.9309583,factor_1,3114,68,medium,leetcode,,,,4.575874,4.57478,-5.9921026,11.941035
3788,3.0568335,2.9683526,-3.0568335,-3.318595,factor_1,3788,284,easy,leetcode,,,,4.690784,4.6893806,-6.2228336,12.159538
abc367_e,3.0536015,2.9651206,-3.0536015,-2.9605823,factor_1,abc367_e,500,hard,atcoder,,,,4.5670943,4.5660243,-5.9842873,11.914528
3716,3.0446465,2.9561656,-3.0446465,-3.9181316,factor_1,3716,257,medium,leetcode,,,,4.8056912,4.8039856,-6.459646,12.371977
3674,3.0442877,2.9558067,-3.0442877,-4.356322,factor_1,3674,237,hard,leetcode,,,,4.878609,4.8767147,-6.6025543,12.514168
3832,3.0422494,2.9537685,-3.0422494,-3.6478384,factor_1,3832,293,easy,leetcode,,,,4.743683,4.74214,-6.340825,12.248363
3490,3.0332978,2.9448168,-3.0332978,-3.676576,factor_1,3490,170,medium,leetcode,,,,4.7306466,4.729138,-6.324294,12.213927
arc181_b,3.0217805,2.9332995,-3.0217805,-2.9277427,factor_1,arc181_b,641,hard,atcoder,,,,4.488275,4.4874215,-5.8620467,11.728645
3045,3.021704,2.933223,-3.021704,-2.697793,factor_1,3045,60,easy,leetcode,,,,4.395703,4.395108,-5.6811895,11.547635
2800,3.0196927,2.9312117,-3.0196927,-2.6830962,factor_1,2800,13,easy,leetcode,,,,4.385203,4.384638,-5.6626787,11.525102
3081,3.0115228,2.9230418,-3.0115228,-2.4772756,factor_1,3081,64,medium,leetcode,,,,4.272331,4.2720895,-5.450254,11.296337
arc194_b,3.000468,2.911987,-3.000468,-2.5289805,factor_1,arc194_b,668,hard,atcoder,,,,4.275803,4.2755513,-5.468094,11.2920685
3313,2.9899428,2.9014618,-2.9899428,-2.9923098,factor_1,3313,113,hard,leetcode,,,,4.445903,4.445167,-5.8110657,11.613989
3715,2.9898899,2.901409,-2.9898899,-2.387167,factor_1,3715,256,medium,leetcode,,,,4.1836658,4.183684,-5.2986116,11.10143
3617,2.9706554,2.8821745,-2.9706554,-5.880431,factor_1,3617,218,easy,leetcode,,,,4.8689218,4.867052,-6.6572475,12.421597
3265,2.9616182,2.8731372,-2.9616182,-2.704241,factor_1,3265,103,medium,leetcode,,,,4.278008,4.2777495,-5.5112514,11.257526
arc185_d,2.9565241,2.8680432,-2.9565241,-5.0507593,factor_1,arc185_d,650,hard,atcoder,,,,4.7681556,4.766548,-6.474392,12.210478
3580,2.9423683,2.8538873,-2.9423683,-3.6270022,factor_1,3580,204,hard,leetcode,,,,4.526453,4.525494,-6.016081,11.723856
3647,2.922294,2.833813,-2.922294,-3.3444538,factor_1,3647,230,medium,leetcode,,,,4.416363,4.4157095,-5.820978,11.488604
3209,2.9147942,2.8263133,-2.9147942,-4.6298647,factor_1,3209,84,medium,leetcode,,,,4.6331787,4.6319294,-6.252269,11.904895
3413,2.901735,2.813254,-2.901735,-2.8774862,factor_1,3413,144,medium,leetcode,,,,4.2289977,4.2288823,-5.475355,11.101864
arc185_b,2.9015338,2.813053,-2.9015338,-4.836223,factor_1,arc185_b,649,hard,atcoder,,,,4.6285577,4.6273212,-6.2564964,11.882603
3801,2.8797657,2.7912848,-2.8797657,-3.6141212,factor_1,3801,291,hard,leetcode,,,,4.3962803,4.395684,-5.824256,11.406825
3106,2.836914,2.748433,-2.836914,-3.2895052,factor_1,3106,67,medium,leetcode,,,,4.233476,4.2333474,-5.5489283,11.0457945
3356,2.8348875,2.7464066,-2.8348875,-3.2258158,factor_1,3356,123,medium,leetcode,,,,4.212124,4.212058,-5.5092278,11.002041
3531,2.8253675,2.7368865,-2.8253675,-3.827523,factor_1,3531,185,hard,leetcode,,,,4.3317943,4.3313813,-5.752621,11.226395
2817,2.823144,2.734663,-2.823144,-3.569422,factor_1,2817,18,medium,leetcode,,,,4.2751403,4.2748904,-5.644122,11.113448
3375,2.8205223,2.7320414,-2.8205223,-2.902779,factor_1,3375,130,hard,leetcode,,,,4.083973,4.0842905,-5.2731686,10.737251
3364,2.774375,2.685894,-2.774375,-2.9901798,factor_1,3364,128,hard,leetcode,,,,4.0283437,4.028831,-5.2106147,10.582403
3349,2.7515872,2.6631062,-2.7515872,-2.8291557,factor_1,3349,120,easy,leetcode,,,,3.9327984,3.9335835,-5.0467176,10.37293
3487,2.750866,2.662385,-2.750866,-3.2471552,factor_1,3487,169,medium,leetcode,,,,4.0608892,4.061277,-5.297718,10.622488
3675,2.735531,2.6470501,-2.735531,-4.2282753,factor_1,3675,238,hard,leetcode,,,,4.223744,4.223644,-5.6312923,10.925392
3437,2.6368032,2.5483222,-2.6368032,-3.917801,factor_1,3437,151,medium,leetcode,,,,3.9966178,3.997203,-5.286196,10.382841
3299,2.5811157,2.4926348,-2.5811157,-4.2406096,factor_1,3299,110,medium,leetcode,,,,3.946244,3.946987,-5.2434597,10.228729
3551,2.5413365,2.4528556,-2.5413365,-3.239683,factor_1,3551,192,hard,leetcode,,,,3.6976311,3.6991837,-4.7975445,9.703256
3511,2.5395172,2.4510362,-2.5395172,-3.591177,factor_1,3511,179,easy,leetcode,,,,3.7721198,3.7734237,-4.944875,9.846947
abc352_c,1.400588,1.312107,-1.400588,0.045150653,factor_1,abc352_c,444,medium,atcoder,,,,0.8030277,0.83359593,-0.3217411,2.945955
abc397_b,1.0192664,0.93078536,-1.0192664,-0.52398455,factor_1,abc397_b,626,medium,atcoder,,,,1.1013787,1.1231129,-1.2705159,3.1320868
abc311_e,1.0188047,0.93032366,-1.0188047,-0.5240775,factor_1,abc311_e,331,hard,atcoder,,,,1.1012644,1.1230012,-1.2707589,3.131406
abc308_f,1.006025,0.91754395,-1.006025,-0.533289,factor_1,abc308_f,320,hard,atcoder,,,,1.1018726,1.1235958,-1.284704,3.1197917
abc374_g,1.00569,0.91720897,-1.00569,-0.53331953,factor_1,abc374_g,530,hard,atcoder,,,,1.1017687,1.1234943,-1.2848399,3.1192577
abc338_d,1.0042824,0.91580135,-1.0042824,-0.53412515,factor_1,abc338_d,407,hard,atcoder,,,,1.1017148,1.1234416,-1.2861443,3.1177468
1883_B,1.0022871,0.91380614,-1.0022871,-0.5350518,factor_1,1883_B,2,medium,codeforces,,,,1.1015171,1.1232482,-1.2877603,3.1153727
abc331_d,0.47121432,0.3827333,-0.47121432,-1.0357519,factor_1,abc331_d,390,hard,atcoder,,,,1.1481187,1.1688513,-1.908215,2.6736817
abc325_d,0.46858287,0.38010186,-0.46858287,-1.0379732,factor_1,abc325_d,369,hard,atcoder,,,,1.1481315,1.1688638,-1.910871,2.6710749
abc400_d,0.46705875,0.3785777,-0.46705875,-1.0388914,factor_1,abc400_d,639,medium,atcoder,,,,1.1479992,1.1687342,-1.9121413,2.6692967
abc324_c,0.46544293,0.3769619,-0.46544293,-1.0400712,factor_1,abc324_c,364,medium,atcoder,,,,1.1479372,1.1686734,-1.9136379,2.6675618
abc380_f,0.46392554,0.37544453,-0.46392554,-1.0412408,factor_1,abc380_f,559,hard,atcoder,,,,1.1479021,1.1686392,-1.9150883,2.6659775
abc362_e,0.4636314,0.37515038,-0.4636314,-1.04196,factor_1,abc362_e,478,hard,atcoder,,,,1.148082,1.1688153,-1.9157276,2.6660285
abc384_e,0.45324707,0.36476606,-0.45324707,-1.0501117,factor_1,abc384_e,574,hard,atcoder,,,,1.1478978,1.1686349,-1.9257584,2.6552906
arc196_d,0.30219045,0.21370943,-0.30219045,-0.39969054,factor_1,arc196_d,675,hard,atcoder,,,,0.8463191,0.8752562,-1.5017927,1.9292116
1899_C,0.29694787,0.20846684,-0.29694787,-0.4026158,factor_1,1899_C,5,hard,codeforces,,,,0.84674025,0.87566227,-1.5078312,1.924765
abc314_d,0.29691306,0.20843203,-0.29691306,-0.40264365,factor_1,abc314_d,340,medium,atcoder,,,,0.8467469,0.8756687,-1.5078787,1.9247428
abc332_d,0.1731759,0.08469488,-0.1731759,-0.17909518,factor_1,abc332_d,392,hard,atcoder,,,,0.7235881,0.75760627,-1.4002135,1.5696032
abc328_b,0.17195354,0.08347252,-0.17195354,-0.17931888,factor_1,abc328_b,377,easy,atcoder,,,,0.72355604,0.7575757,-1.4013759,1.5683209
abc388_e,0.09912648,0.010645457,-0.09912648,-0.52228934,factor_1,abc388_e,591,hard,atcoder,,,,0.86440253,0.8927024,-1.7390512,1.7603422
abc328_c,0.06791689,-0.020564131,-0.06791689,-0.049340814,factor_1,abc328_c,378,medium,atcoder,,,,0.67243105,0.70905733,-1.4103165,1.3691883
abc384_d,-0.025628585,-0.114109606,0.025628585,-0.6058778,factor_1,abc384_d,573,medium,atcoder,,,,0.8765231,0.9044093,-1.8867519,1.6585326
arc192_a,-0.028916575,-0.1173976,0.028916575,-0.6072235,factor_1,arc192_a,663,medium,atcoder,,,,0.8765103,0.904397,-1.8900157,1.6552206
