item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,selected_order,difficulty_meta,platform,question_content,starter_code,prompt,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
abc372_d,2.1786685,1.5104284,-2.1786685,-2.939413,0.8598658,factor_1,abc372_d,521,medium,atcoder,,,,4.031623,4.039742,-6.407466,9.428323
abc367_e,2.1742156,1.5059755,-2.1742156,-3.5461483,-2.4486923,factor_1,abc367_e,500,hard,atcoder,,,,19.55069,19.524658,-36.762356,39.774303
abc324_d,2.1648433,1.4966033,-2.1648433,-2.1459637,-3.138168,factor_2,abc324_d,365,hard,atcoder,,,,11.290055,11.278379,-20.60902,23.602226
abc372_c,2.1576455,1.4894054,-2.1576455,0.60262245,2.296445,factor_2,abc372_c,520,medium,atcoder,,,,1.1598212,1.2061627,-0.8746736,3.8534844
3203,2.1575582,1.4893181,-2.1575582,-2.5406842,-1.9542364,factor_1,3203,83,hard,leetcode,,,,10.884652,10.873765,-19.823261,22.801899
arc193_d,2.1480067,1.4797666,-2.1480067,-2.3693411,-1.4595332,factor_1,arc193_d,666,hard,atcoder,,,,8.280947,8.275556,-14.740322,17.699856
abc340_e,2.1437774,1.4755373,-2.1437774,-2.5088344,-1.5639113,factor_1,abc340_e,412,hard,atcoder,,,,9.121438,9.11417,-16.388237,19.33931
abc374_e,2.128803,1.460563,-2.128803,-1.9048138,-1.2598535,factor_1,abc374_e,528,hard,atcoder,,,,6.3412175,6.340796,-10.967398,13.888523
3196,2.1260793,1.4578393,-2.1260793,-2.3631258,-3.015163,factor_2,3196,80,hard,leetcode,,,,12.9393215,12.924562,-23.874304,26.789984
abc378_b,2.1181183,1.4498782,-2.1181183,0.5925091,2.28226,factor_2,abc378_b,546,easy,atcoder,,,,1.156452,1.202933,-0.90787053,3.807627
abc359_d,2.1161134,1.4478734,-2.1161134,-2.6584425,-2.918469,factor_2,abc359_d,466,hard,atcoder,,,,14.797833,14.779771,-27.520477,30.416225
abc375_c,2.1129463,1.4447062,-2.1129463,-3.503755,0.8693591,factor_1,abc375_c,532,medium,atcoder,,,,4.918993,4.923264,-8.204892,11.094304
abc372_e,2.111915,1.443675,-2.111915,-1.6661847,-1.6931907,factor_2,abc372_e,522,hard,atcoder,,,,6.6160374,6.614837,-11.521406,14.408756
3413,2.108252,1.440012,-2.108252,-3.7744575,-2.3093655,factor_1,3413,144,medium,leetcode,,,,19.556168,19.530127,-36.839035,39.719063
3265,2.1009953,1.4327552,-2.1009953,-3.3876166,-2.35113,factor_1,3265,103,medium,leetcode,,,,17.098898,17.076912,-32.037994,34.903503
abc351_d,2.097269,1.429029,-2.097269,-3.5376046,0.8930436,factor_1,abc351_d,441,hard,atcoder,,,,4.9653945,4.969489,-8.311171,11.169228
3154,2.0966635,1.4284234,-2.0966635,-3.0107133,-2.3240728,factor_1,3154,72,easy,leetcode,,,,14.506601,14.489047,-26.97011,29.826956
abc312_f,2.0840735,1.4158335,-2.0840735,-5.6458535,0.8105937,factor_1,abc312_f,335,hard,atcoder,,,,10.128113,10.118735,-18.41689,21.248554
3383,2.0742102,1.4059701,-2.0742102,-1.7571112,-1.2914668,factor_1,3383,134,medium,leetcode,,,,5.930197,5.931004,-10.218798,13.030739
3025,2.067663,1.3994229,-2.067663,-2.6794577,-1.7260079,factor_1,3025,55,hard,leetcode,,,,10.052429,10.043206,-18.285261,21.084108
3091,2.0663843,1.3981442,-2.0663843,-3.458493,-2.100385,factor_1,3091,65,hard,leetcode,,,,15.630083,15.610584,-29.198603,31.99489
3714,2.0636337,1.3953936,-2.0636337,-2.716652,-3.0068274,factor_2,3714,255,medium,leetcode,,,,15.153188,15.134509,-28.268246,31.059032
3382,2.0603454,1.3921053,-2.0603454,-2.3225424,-1.8480909,factor_1,3382,133,hard,leetcode,,,,9.140543,9.133234,-16.509033,19.293243
2877,2.0538065,1.3855665,-2.0538065,-2.709834,-1.7616893,factor_1,2877,36,medium,leetcode,,,,10.252776,10.243146,-18.691,21.462133
3621,2.051712,1.383472,-2.051712,-2.5975401,-1.5441327,factor_1,3621,220,easy,leetcode,,,,8.880672,8.87393,-16.00943,18.776375
3588,2.047752,1.3795118,-2.047752,-2.4750078,-1.4953324,factor_1,3588,208,hard,leetcode,,,,8.30795,8.302497,-14.893382,17.652405
3791,2.0399241,1.3716841,-2.0399241,-2.2526927,-3.3051345,factor_2,3791,286,medium,leetcode,,,,11.637037,11.624698,-21.412724,24.156094
3627,2.0345867,1.3663466,-2.0345867,-2.3704145,-3.6076107,factor_2,3627,223,medium,leetcode,,,,12.707523,12.693188,-23.512302,26.244995
3451,2.0295584,1.3613183,-2.0295584,-2.1398268,-3.122425,factor_2,3451,156,medium,leetcode,,,,10.503504,10.49337,-19.205687,21.928324
3454,2.0145533,1.3463132,-2.0145533,-2.566158,-1.5329053,factor_1,3454,158,hard,leetcode,,,,8.58164,8.575563,-15.461792,18.154419
2730,2.011706,1.343466,-2.011706,-2.1129773,-1.7833555,factor_1,2730,7,medium,leetcode,,,,7.989993,7.9852824,-14.307688,16.99462
abc363_e,2.0060806,1.3378406,-2.0060806,-2.2631073,6.980967,factor_2,abc363_e,482,hard,atcoder,,,,2.7357655,2.752434,-4.05693,6.732611
abc360_d,2.002224,1.3339839,-2.002224,-5.1219263,0.7926008,factor_1,abc360_d,470,medium,atcoder,,,,8.267287,8.261928,-14.859394,17.527363
abc302_f,1.989701,1.321461,-1.989701,-3.50583,0.8255908,factor_1,abc302_f,300,hard,atcoder,,,,4.736249,4.7412353,-7.97136,10.614282
3376,1.9847562,1.3165162,-1.9847562,-2.889346,-2.2381277,factor_1,3376,131,hard,leetcode,,,,12.686386,12.67209,-23.520779,26.153812
3106,1.9818482,1.3136082,-1.9818482,-2.6586435,-1.5959452,factor_1,3106,67,medium,leetcode,,,,8.988441,8.981463,-16.29006,18.917276
3725,1.9802705,1.3120304,-1.9802705,-3.4980497,-2.229634,factor_1,3725,262,hard,leetcode,,,,16.045305,16.025097,-30.09716,32.721222
abc334_c,1.9646921,1.296452,-1.9646921,-2.6469626,-2.9900608,factor_2,abc334_c,396,medium,atcoder,,,,13.880946,13.864495,-25.87796,28.470863
abc342_e,1.9407245,1.2724844,-1.9407245,-3.0147674,-2.027152,factor_1,abc342_e,420,hard,atcoder,,,,12.107109,12.093884,-22.43153,24.976498
arc189_d,1.9362386,1.2679986,-1.9362386,-6.430384,0.7946874,factor_1,arc189_d,660,hard,atcoder,,,,12.48857,12.474637,-23.182291,25.718287
abc395_f,1.9300675,1.2618275,-1.9300675,-2.4226155,-1.6614133,factor_1,abc395_f,620,hard,atcoder,,,,8.3167,8.311227,-15.028177,17.551832
3677,1.9280843,1.2598442,-1.9280843,-3.2512841,-2.7660666,factor_1,3677,239,medium,leetcode,,,,16.928097,16.906397,-31.876696,34.396385
3744,1.9271815,1.2589414,-1.9271815,-2.567509,-1.906437,factor_1,3744,267,hard,leetcode,,,,9.653445,9.645046,-17.64535,20.163233
3511,1.921874,1.253634,-1.921874,-2.1070614,-1.744408,factor_1,3511,179,easy,leetcode,,,,7.5280695,7.524479,-13.494345,16.001614
abc341_b,1.9186203,1.2503803,-1.9186203,-0.14965102,0.41561708,factor_2,abc341_b,413,easy,atcoder,,,,1.0061402,1.0596917,-0.82661533,3.327376
abc393_d,1.9158791,1.2476391,-1.9158791,-0.15000528,0.41527507,factor_2,abc393_d,610,hard,atcoder,,,,1.0057219,1.0592957,-0.8285805,3.3238587
abc364_e,1.9134849,1.2452449,-1.9134849,-3.1459498,-2.5452769,factor_1,abc364_e,486,hard,atcoder,,,,15.031065,15.012597,-28.179445,30.669935
abc301_e,1.9112555,1.2430154,-1.9112555,-0.15059637,0.41471657,factor_2,abc301_e,297,hard,atcoder,,,,1.0050201,1.0586313,-0.8319019,3.3179326
abc371_c,1.9094678,1.2412277,-1.9094678,-0.15101439,0.41460392,factor_2,abc371_c,516,medium,atcoder,,,,1.0048791,1.0584979,-0.83342826,3.3158836
abc388_e,1.9070699,1.2388299,-1.9070699,-0.091582134,0.36633074,factor_2,abc388_e,591,hard,atcoder,,,,0.95858073,1.0147816,-0.7501421,3.2278018
abc386_e,1.9043465,1.2361064,-1.9043465,-2.6841471,7.5238113,factor_2,abc386_e,585,hard,atcoder,,,,3.0524638,3.0665276,-4.7742877,7.2465005
abc374_f,1.9014579,1.2332178,-1.9014579,-2.1960075,-2.4023914,factor_2,abc374_f,529,hard,atcoder,,,,9.33233,9.324609,-17.043016,19.50945
3793,1.9008394,1.2325994,-1.9008394,-3.0087364,-1.7783737,factor_1,3793,287,medium,leetcode,,,,10.612485,10.602135,-19.547585,22.012783
3583,1.8976603,1.2294202,-1.8976603,-2.5919592,-2.8823292,factor_2,3583,205,hard,leetcode,,,,12.735918,12.721531,-23.70478,26.16362
abc314_f,1.8970844,1.2288443,-1.8970844,-3.7607987,0.7987586,factor_1,abc314_f,341,hard,atcoder,,,,5.0331354,5.036976,-8.643628,11.101317
abc387_f,1.8823886,1.2141485,-1.8823886,-3.0610192,-1.9822584,factor_1,abc387_f,588,hard,atcoder,,,,11.752544,11.739986,-21.796227,24.224522
abc394_f,1.880602,1.2123619,-1.880602,-3.8141553,0.7807125,factor_1,abc394_f,616,hard,atcoder,,,,5.0948095,5.0984225,-8.780546,11.205271
3298,1.8707536,1.2025136,-1.8707536,-2.7261896,-2.2343345,factor_1,3298,109,hard,leetcode,,,,11.181259,11.169794,-20.690285,23.09531
3733,1.8705746,1.2023345,-1.8705746,-3.4471915,-2.5214646,factor_1,3733,263,hard,leetcode,,,,16.555035,16.533964,-31.204235,33.608906
2828,1.8644414,1.1962013,-1.8644414,-2.409139,-3.4107752,factor_2,2828,21,medium,leetcode,,,,12.213451,12.200028,-22.715855,25.108257
abc320_c,1.8586107,1.1903707,-1.8586107,-3.0110085,-2.6828454,factor_1,abc320_c,350,medium,atcoder,,,,14.374086,14.356765,-26.948889,29.32963
2754,1.8478993,1.1796592,-1.8478993,-1.5125822,-1.5218056,factor_2,2754,8,medium,leetcode,,,,5.1267242,5.130221,-8.875574,11.234892
arc182_c,1.8390005,1.1707604,-1.8390005,-2.0145245,-1.3076302,factor_1,arc182_c,643,hard,atcoder,,,,5.852298,5.8533483,-10.301803,12.643323
2953,1.8370942,1.1688541,-1.8370942,-4.1952057,-2.316339,factor_1,2953,48,medium,leetcode,,,,19.754189,19.727825,-37.497684,39.835392
3213,1.8347135,1.1664734,-1.8347135,-2.417517,-1.4583353,factor_1,3213,86,medium,leetcode,,,,7.201613,7.198848,-12.943269,15.276216
3699,1.8253483,1.1571082,-1.8253483,-3.1056576,-3.0946624,factor_1,3699,251,medium,leetcode,,,,16.525911,16.504889,-31.192474,33.50669
3607,1.82491,1.15667,-1.82491,-2.780585,-1.6760476,factor_1,3607,215,medium,leetcode,,,,9.012435,9.005404,-16.493923,18.807262
abc399_e,1.8218583,1.1536182,-1.8218583,-2.7417097,-2.7985206,factor_2,abc399_e,635,hard,atcoder,,,,12.904072,12.889378,-24.109562,26.416798
3230,1.821303,1.1530629,-1.821303,-1.8713144,-1.7648245,factor_1,3230,92,medium,leetcode,,,,6.4855986,6.484764,-11.5570755,13.863201
3460,1.8180255,1.1497854,-1.8180255,-2.8803647,-1.7945508,factor_1,3460,161,hard,leetcode,,,,9.832562,9.8237915,-18.104845,20.404417
2757,1.817367,1.1491269,-1.817367,-2.9511251,-2.2742822,factor_1,2757,9,hard,leetcode,,,,12.119199,12.105951,-22.578539,24.876791
arc186_a,1.8129845,1.1447444,-1.8129845,-3.7844782,-2.423687,factor_1,arc186_a,652,hard,atcoder,,,,17.744488,17.721426,-33.589252,35.878742
arc196_b,1.8045083,1.1362683,-1.8045083,-3.21745,0.76158714,factor_1,arc196_b,673,hard,atcoder,,,,4.0335426,4.0416527,-6.7853713,9.057908
3751,1.8008856,1.1326455,-1.8008856,-2.2759628,-2.9277155,factor_2,3751,269,medium,leetcode,,,,10.287766,10.278066,-19.012365,21.277655
3616,1.7948259,1.1265858,-1.7948259,-3.3139102,-2.2336004,factor_1,3616,217,easy,leetcode,,,,13.664894,13.648828,-25.625118,27.878288
2839,1.79223,1.1239899,-1.79223,-2.8531816,-1.830025,factor_1,2839,25,hard,leetcode,,,,9.769005,9.7603655,-18.006327,20.254305
arc187_b,1.7809937,1.1127536,-1.7809937,-2.9696343,-2.2656155,factor_1,arc187_b,655,hard,atcoder,,,,11.959524,11.946576,-22.302536,24.528042
2802,1.7778789,1.1096388,-1.7778789,-2.4977548,-1.6955922,factor_1,2802,14,medium,leetcode,,,,8.047473,8.042626,-14.653909,16.873186
3416,1.7773355,1.1090955,-1.7773355,-2.2911427,-3.1264431,factor_2,3416,146,medium,leetcode,,,,10.509515,10.499369,-19.469667,21.687857
2879,1.7690036,1.1007636,-1.7690036,-2.609187,-2.894246,factor_2,2879,38,hard,leetcode,,,,12.08412,12.070937,-22.558273,24.7598
2952,1.7675459,1.0993059,-1.7675459,-3.7533076,-2.3955696,factor_1,2952,47,hard,leetcode,,,,16.957844,16.936094,-32.09544,34.29405
arc190_d,1.7637838,1.0955437,-1.7637838,-3.1578133,-1.9227222,factor_1,arc190_d,661,hard,atcoder,,,,11.173978,11.162527,-20.78301,22.974096
abc307_c,1.7522386,1.0839986,-1.7522386,-2.6502964,-1.6206075,factor_1,abc307_c,313,medium,atcoder,,,,8.102916,8.097939,-14.787961,16.955957
3279,1.7435532,1.0753131,-1.7435532,-2.401437,-3.525158,factor_2,3279,105,medium,leetcode,,,,11.420972,11.409045,-21.286415,23.437042
3192,1.7423152,1.0740751,-1.7423152,-3.2717962,-2.839718,factor_1,3192,77,medium,leetcode,,,,15.908785,15.888809,-30.067991,32.21614
2921,1.7332315,1.0649915,-1.7332315,-2.880071,-1.8552665,factor_1,2921,46,hard,leetcode,,,,9.685043,9.6765785,-17.901104,20.031086
3739,1.7314116,1.0631715,-1.7314116,-2.798576,-1.7363545,factor_1,3739,265,hard,leetcode,,,,8.914113,8.907297,-16.395132,18.521475
abc335_d,1.7266846,1.0584445,-1.7266846,-3.8222232,0.72365046,factor_1,abc335_d,400,medium,atcoder,,,,4.8634357,4.867921,-8.482681,10.599569
3261,1.7235125,1.0552725,-1.7235125,-2.8190427,-1.9311682,factor_1,3261,100,hard,leetcode,,,,9.719277,9.710741,-17.97778,20.088326
abc322_d,1.7163135,1.0480734,-1.7163135,-3.542342,0.7499575,factor_1,abc322_d,358,medium,atcoder,,,,4.410329,4.416682,-7.608623,9.70477
3560,1.7131385,1.0448984,-1.7131385,-3.245287,-1.9556673,factor_1,3560,197,hard,leetcode,,,,11.400638,11.388749,-21.27705,23.366848
3683,1.7110634,1.0428233,-1.7110634,-2.272753,-1.6661135,factor_1,3683,243,medium,leetcode,,,,7.0639067,7.061499,-12.797716,14.883362
abc365_e,1.7098306,1.0415906,-1.7098306,-3.63711,0.7226764,factor_1,abc365_e,491,hard,atcoder,,,,4.5392475,4.545045,-7.8666973,9.949879
3696,1.7021968,1.0339568,-1.7021968,-3.2147043,-2.099449,factor_1,3696,249,hard,leetcode,,,,11.932091,11.919194,-22.327665,24.395578
3317,1.698251,1.0300109,-1.698251,-1.7062265,-2.004803,factor_2,3317,115,medium,leetcode,,,,5.9080963,5.9089723,-10.551575,12.611597
3166,1.6902794,1.0220393,-1.6902794,-2.458755,-1.9110571,factor_1,3166,73,medium,leetcode,,,,8.229856,8.224583,-15.098143,17.142221
abc385_a,1.6803907,1.0121506,-1.6803907,0.87724,1.2935938,factor_2,abc385_a,577,easy,atcoder,,,,0.9537454,1.0102289,-0.967898,2.9921994
abc386_d,1.6713245,1.0030844,-1.6713245,-1.6309391,-1.2877347,factor_1,abc386_d,584,hard,atcoder,,,,4.626487,4.6319194,-8.075478,10.081646
abc359_c,1.6664776,0.9982375,-1.6664776,-2.2823832,-2.8728895,factor_2,abc359_c,465,medium,atcoder,,,,9.582962,9.574711,-17.768196,19.764671
3356,1.6610004,0.9927603,-1.6610004,-2.8438165,-1.7803589,factor_1,3356,123,medium,leetcode,,,,8.924441,8.917603,-16.48574,18.47126
3243,1.6449285,0.9766884,-1.6449285,-3.0515194,-1.8950427,factor_1,3243,97,hard,leetcode,,,,10.026079,10.01691,-18.656454,20.60983
2882,1.6383388,0.97009873,-1.6383388,-2.4020815,-1.4228845,factor_1,2882,39,medium,leetcode,,,,6.3841586,6.383613,-11.541783,13.48198
2854,1.638249,0.97000897,-1.638249,-2.1319563,-2.061923,factor_1,2854,30,medium,leetcode,,,,7.285366,7.2823863,-13.303469,15.243486
3046,1.6355419,0.96730185,-1.6355419,-2.5315251,-3.0169313,factor_2,3046,61,medium,leetcode,,,,11.171584,11.160137,-20.906567,22.841171
3502,1.6263125,0.9580724,-1.6263125,-3.1010058,-1.9655706,factor_1,3502,176,medium,leetcode,,,,10.427986,10.418003,-19.461214,21.37736
abc321_e,1.6154039,0.9471638,-1.6154039,-3.5020049,-2.128878,factor_1,abc321_e,356,hard,atcoder,,,,12.841666,12.8270855,-24.193924,26.088253
3518,1.6146313,0.9463912,-1.6146313,-3.440963,-2.178703,factor_1,3518,180,medium,leetcode,,,,12.828032,12.813476,-24.16802,26.060804
3244,1.61313,0.9448899,-1.61313,-2.712526,-2.8822963,factor_2,3244,98,medium,leetcode,,,,11.723973,11.71147,-22.009592,23.89937
3397,1.5879298,0.9196898,-1.5879298,-2.8515282,-2.8763077,factor_2,3397,139,easy,leetcode,,,,12.3365345,12.322883,-23.233162,25.07254
3453,1.587626,0.9193859,-1.587626,-2.8233569,-2.2576551,factor_1,3453,157,medium,leetcode,,,,10.198393,10.188872,-19.050804,20.889576
3299,1.5852649,0.91702485,-1.5852649,-2.290351,-2.3737392,factor_2,3299,110,medium,leetcode,,,,8.308528,8.303073,-15.356998,17.191048
3227,1.5801928,0.91195273,-1.5801928,-2.3425276,-2.0310416,factor_1,3227,90,easy,leetcode,,,,7.7147975,7.710748,-14.201114,16.025019
abc364_a,1.5758016,0.90756154,-1.5758016,0.05215351,1.015223,factor_2,abc364_a,483,easy,atcoder,,,,0.882785,0.94373035,-0.94215,2.7572732
3047,1.5658624,0.89762235,-1.5658624,-2.537134,-1.6525816,factor_1,3047,62,hard,leetcode,,,,7.2188244,7.2160153,-13.245769,15.041013
3552,1.5630715,0.8948314,-1.5630715,-2.9127252,-1.7423477,factor_1,3552,193,hard,leetcode,,,,8.54582,8.5398245,-15.843225,17.632887
2857,1.5589359,0.8906958,-1.5589359,-2.8664804,-1.7404753,factor_1,2857,31,easy,leetcode,,,,8.391761,8.386115,-15.546091,17.327482
arc185_d,1.5572655,0.88902545,-1.5572655,-3.1012337,-2.390211,factor_1,arc185_d,650,hard,atcoder,,,,11.768783,11.756194,-22.153116,23.931166
3471,1.5553004,0.8870603,-1.5553004,-2.3425817,-3.2665029,factor_2,3471,165,easy,leetcode,,,,9.878476,9.86961,-18.457375,20.231495
abc301_c,1.5512971,0.883057,-1.5512971,-3.3598773,-2.4639907,factor_1,abc301_c,295,medium,atcoder,,,,13.370026,13.354487,-25.291739,27.057852
3291,1.5505551,0.88231504,-1.5505551,-2.971406,-2.0087688,factor_1,3291,106,medium,leetcode,,,,9.74369,9.735103,-18.198486,19.963116
3428,1.5153723,0.8471322,-1.5153723,-2.4826884,-3.107424,factor_2,3428,149,easy,leetcode,,,,10.424682,10.414705,-19.565691,21.259954
arc189_c,1.5087161,0.84047604,-1.5087161,-4.197428,0.6940436,factor_1,arc189_c,659,hard,atcoder,,,,5.161796,5.1651654,-9.283248,10.9642
3193,1.5027384,0.8344983,-1.5027384,-2.8717191,-1.7480022,factor_1,3193,78,easy,leetcode,,,,8.2062235,8.201006,-15.239474,16.90847
abc393_e,1.5001956,0.83195555,-1.5001956,-3.0331502,7.415376,factor_2,abc393_e,611,hard,atcoder,,,,3.059824,3.0738325,-5.192756,6.856667
3200,1.4983219,0.8300818,-1.4983219,-3.1228404,-2.532464,factor_1,3200,82,medium,leetcode,,,,12.060545,12.047407,-22.782837,24.443
3231,1.4901347,0.82189465,-1.4901347,-3.4134512,-2.264611,factor_1,3231,93,medium,leetcode,,,,12.345713,12.332045,-23.348915,24.992702
3438,1.487684,0.81944394,-1.487684,-3.5757697,-2.5548801,factor_1,3438,152,hard,leetcode,,,,14.57764,14.559961,-27.71808,29.35697
2849,1.4742931,0.80605304,-1.4742931,-3.6084805,-2.5283372,factor_1,2849,28,hard,leetcode,,,,14.5405,14.522886,-27.658804,29.27091
3687,1.4659224,0.7976823,-1.4659224,-1.9573797,-1.6510981,factor_1,3687,246,hard,leetcode,,,,5.477395,5.479664,-9.942459,11.537823
3381,1.4584149,0.79017484,-1.4584149,-2.661403,-1.9377677,factor_1,3381,132,easy,leetcode,,,,8.039862,8.035033,-14.958491,16.538841
3490,1.4575677,0.7893276,-1.4575677,-3.620691,-2.5279028,factor_1,3490,170,medium,leetcode,,,,14.488389,14.470867,-27.573572,29.152227
3081,1.4554936,0.7872535,-1.4554936,-4.0846114,-2.4306319,factor_1,3081,64,medium,leetcode,,,,16.618687,16.597507,-31.743862,33.31837
abc388_g,1.4540687,0.7858286,-1.4540687,-5.960891,0.57356054,factor_1,abc388_g,593,hard,atcoder,,,,9.149209,9.141881,-17.13226,18.703915
2810,1.4526824,0.7844423,-1.4526824,-2.6568596,-2.107747,factor_1,2810,16,medium,leetcode,,,,8.481291,8.475441,-15.827422,17.396307
3456,1.4428811,0.77464104,-1.4428811,-2.2635107,-3.0282516,factor_2,3456,160,medium,leetcode,,,,8.653499,8.647261,-16.17399,17.723272
abc397_c,1.4381901,0.76995003,-1.4381901,0.06935689,0.80128944,factor_2,abc397_c,627,medium,atcoder,,,,0.84141636,0.90526795,-1.0043752,2.5442753
2979,1.436052,0.7678119,-1.436052,-2.9069185,-1.7871876,factor_1,2979,50,medium,leetcode,,,,8.18647,8.181298,-15.267533,16.803158
3024,1.4354855,0.7672454,-1.4354855,-2.4830382,-1.7222942,factor_1,3024,54,hard,leetcode,,,,6.8372602,6.835455,-12.630247,14.164738
3229,1.4320161,0.76377606,-1.4320161,-3.1354828,-2.4006426,factor_1,3229,91,medium,leetcode,,,,11.255315,11.243707,-21.27389,22.801443
3604,1.4303701,0.76213,-1.4303701,-2.440594,-1.714263,factor_1,3604,213,hard,leetcode,,,,6.6903825,6.688977,-12.348265,13.872524
3786,1.4258413,0.75760126,-1.4258413,-2.6762407,-3.0114245,factor_2,3786,283,medium,leetcode,,,,10.832432,10.821647,-20.452827,21.968029
3750,1.4222554,0.7540153,-1.4222554,-3.4726,-2.9531348,factor_1,3750,268,medium,leetcode,,,,15.297633,15.278706,-29.19225,30.70028
3657,1.4059017,0.7376616,-1.4059017,-2.671774,-1.7728895,factor_1,3657,235,medium,leetcode,,,,7.377672,7.3744583,-13.716277,15.1916
3573,1.4055448,0.7373047,-1.4055448,-3.1145937,-2.7228577,factor_1,3573,202,medium,leetcode,,,,12.146488,12.13319,-23.043749,24.518358
abc314_b,1.400946,0.73270595,-1.400946,0.063952714,0.7914742,factor_2,abc314_b,338,easy,atcoder,,,,0.839181,0.9031968,-1.0375599,2.5029716
abc375_e,1.3891101,0.72087,-1.3891101,-4.8692193,0.65245706,factor_1,abc375_e,534,hard,atcoder,,,,6.206473,6.2064457,-11.443764,12.885504
3362,1.3887267,0.72048664,-1.3887267,-3.3499823,-2.0771763,factor_1,3362,126,hard,leetcode,,,,10.630948,10.620561,-20.095814,21.536785
3498,1.3816932,0.7134532,-1.3816932,-2.9308848,-1.9269608,factor_1,3498,175,medium,leetcode,,,,8.545011,8.539017,-16.02302,17.449926
3760,1.3810872,0.7128471,-1.3810872,-3.1770518,-2.4095654,factor_1,3760,272,medium,leetcode,,,,11.196766,11.185271,-21.210285,22.635979
3349,1.3808314,0.7125913,-1.3808314,-3.209279,-1.9167707,factor_1,3349,120,easy,leetcode,,,,9.3779335,9.370116,-17.652838,19.07802
arc194_b,1.380631,0.7123909,-1.380631,-3.4871542,-2.461524,factor_1,arc194_b,668,hard,atcoder,,,,12.919837,12.905114,-24.581633,26.006414
3190,1.3713881,0.703148,-1.3713881,-2.874114,-2.9717093,factor_2,3190,76,medium,leetcode,,,,11.477575,11.465541,-21.769312,23.175608
3566,1.3669257,0.69868565,-1.3669257,-3.2240653,-2.1568563,factor_1,3566,200,medium,leetcode,,,,10.369017,10.359152,-19.605251,21.002625
abc368_c,1.3394088,0.6711687,-1.3394088,-2.614629,-3.2683234,factor_2,abc368_c,503,medium,atcoder,,,,10.609288,10.598944,-20.10276,21.445099
3388,1.3367684,0.6685283,-1.3367684,-2.46128,-2.1530235,factor_1,3388,136,medium,leetcode,,,,7.4772077,7.473744,-13.98001,15.317067
3446,1.335589,0.667349,-1.335589,-2.357946,-3.229421,factor_2,3446,155,easy,leetcode,,,,8.942247,8.9353695,-16.845976,18.180674
3617,1.326587,0.6583469,-1.326587,-3.2489288,-3.2005823,factor_1,3617,218,easy,leetcode,,,,14.154533,14.137598,-27.051346,28.368038
3675,1.3258289,0.65758884,-1.3258289,-2.377445,-3.2462916,factor_2,3675,238,hard,leetcode,,,,9.038847,9.031758,-17.044657,18.359835
arc186_d,1.3220307,0.6537906,-1.3220307,-3.0680456,-1.8745997,factor_1,arc186_d,654,hard,atcoder,,,,8.514585,8.508659,-16.023182,17.330765
3722,1.2862583,0.61801827,-1.2862583,-3.0117059,-2.0937004,factor_1,3722,261,medium,leetcode,,,,8.966533,8.959602,-16.942802,18.17884
abc367_d,1.2805529,0.6123128,-1.2805529,-6.492754,0.5402554,factor_1,abc367_d,499,medium,atcoder,,,,10.280778,10.271091,-19.519028,20.743652
3631,1.2801178,0.6118777,-1.2801178,-2.4037662,-3.2519264,factor_2,3631,225,hard,leetcode,,,,9.008656,9.001633,-17.031322,18.255077
3550,1.2762291,0.6079891,-1.2762291,-2.4526155,-2.6168835,factor_2,3550,191,hard,leetcode,,,,8.20086,8.195655,-15.455495,16.671473
3637,1.2723125,0.60407245,-1.2723125,-2.8497863,-1.8330886,factor_1,3637,227,hard,leetcode,,,,7.557586,7.5539227,-14.201616,15.409761
arc194_a,1.2644435,0.59620345,-1.2644435,-2.146497,-2.4006681,factor_2,arc194_a,667,medium,atcoder,,,,6.645397,6.6441154,-12.426263,13.61867
2866,1.2583251,0.590085,-1.2583251,-3.476941,-2.9264417,factor_1,2866,32,easy,leetcode,,,,14.015744,13.999055,-26.848064,28.028233
3430,1.2560712,0.58783114,-1.2560712,-3.150571,-1.9907726,factor_1,3430,150,medium,leetcode,,,,8.933082,8.926225,-16.90757,18.083233
3541,1.2451224,0.57688236,-1.2451224,-2.6759984,-3.1468678,factor_2,3541,189,medium,leetcode,,,,10.212033,10.202485,-19.41999,20.573753
2916,1.2440596,0.5758195,-1.2440596,-3.0399313,-1.868701,factor_1,2916,43,medium,leetcode,,,,8.092753,8.087801,-15.27627,16.42791
abc311_e,1.2410386,0.5727985,-1.2410386,-0.27169567,-0.07371411,factor_1,abc311_e,331,hard,atcoder,,,,1.093253,1.1424925,-1.666487,2.812084
abc397_b,1.2342961,0.566056,-1.2342961,-0.27293205,-0.074767955,factor_1,abc397_b,626,medium,atcoder,,,,1.0924108,1.1416891,-1.6716547,2.8037667
abc332_d,1.2287099,0.56046987,-1.2287099,-0.12540005,0.48917004,factor_2,abc332_d,392,hard,atcoder,,,,0.8986319,0.9585266,-1.3182423,2.439182
abc328_b,1.2263281,0.55808806,-1.2263281,-0.12560728,0.48868838,factor_2,abc328_b,377,easy,atcoder,,,,0.8983265,0.95824116,-1.3200647,2.4362407
3625,1.225517,0.55727696,-1.225517,-2.8509588,-2.873647,factor_2,3625,222,easy,leetcode,,,,10.297115,10.2873955,-19.606018,20.720573
