item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,original_id,order,pair_id,source,split,response_model,gold_label,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
10566:swapped,0.9037617,1.968133,-0.9037617,0.3758498,factor_1,10566:swapped,10566,swapped,544ae546-5220-5ffd-86f3-5b44d4422ab7,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,0.7034584,0.7485348,0.5010047,3.4352612
8312:swapped,0.83049154,1.8948628,-0.83049154,-0.0066282675,factor_1,8312:swapped,8312,swapped,405f3561-1bb7-56f5-88a2-c28cec94c5d4,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,0.6901197,0.7360954,0.45211565,3.3376098
11210:original,0.6987291,1.7631004,-0.6987291,-0.39340895,factor_1,11210:original,11210,original,b57ea8df-78c5-5e71-9545-973d9c2d4bb5,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,0.8345207,0.87210464,0.05377519,3.4724255
84:swapped,0.6959552,1.7603264,-0.6959552,-0.39431867,factor_1,84:swapped,84,swapped,a6cfbfd9-3c72-5081-9433-8f57a9851d51,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,0.8343283,0.8719217,0.051359773,3.469293
931:original,0.6150517,1.6794229,-0.6150517,0.07957472,factor_1,931:original,931,original,a32ef549-a356-5507-8743-1e07d4e61423,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,0.64968276,0.69857764,0.3102107,3.048635
6077:original,0.57323635,1.6376076,-0.57323635,0.064029284,factor_1,6077:original,6077,original,7ad6fda6-f7dd-5c3a-9d8b-6b50cc35dedd,mmlu-pro-health,gpt,gpt-4o-2024-05-13,B>A,0.64818364,0.6971928,0.2711097,3.0041056
6077:swapped,0.5586695,1.6230407,-0.5586695,-0.5334933,factor_1,6077:swapped,6077,swapped,7ad6fda6-f7dd-5c3a-9d8b-6b50cc35dedd,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,0.85922277,0.8956192,-0.13237298,3.3784542
84:original,0.53095096,1.5953221,-0.53095096,-0.56717557,factor_1,84:original,84,original,a6cfbfd9-3c72-5081-9433-8f57a9851d51,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,0.86588657,0.90197283,-0.1725446,3.3631887
4789:swapped,0.5031345,1.5675057,-0.5031345,-0.14832404,factor_1,4789:swapped,4789,swapped,14ead85f-e4c6-5ae2-a586-6388d9b9b4f1,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,0.70114684,0.74637693,0.10460687,3.0304046
4471:swapped,0.50268286,1.567054,-0.50268286,-0.14841604,factor_1,4471:swapped,4471,swapped,ea56946d-14fb-5016-9550-1216f26856f5,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,0.701125,0.7463566,0.104195,3.029913
4951:swapped,0.4777463,1.5421176,-0.4777463,0.41564,factor_1,4951:swapped,4951,swapped,f7dc91ae-4e50-51e8-aa72-34723a3b4c85,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,0.71583545,0.7601032,0.052315235,3.03192
9829:original,0.4766058,1.540977,-0.4766058,0.4153527,factor_1,9829:original,9829,original,a6f94de7-dee6-579b-852a-1be7ca389cd2,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,0.7157854,0.7600564,0.05126643,3.0306876
6272:original,0.39015454,1.4545257,-0.39015454,0.15280151,factor_1,6272:original,6272,original,5b0fa22f-cbfd-5098-95b0-a474deb84c7a,mmlu-pro-health,gpt,gpt-4o-2024-05-13,B>A,0.6470398,0.69613636,0.09009838,2.818953
2934:original,0.38754085,1.451912,-0.38754085,0.15234794,factor_1,2934:original,2934,original,6c5f9b09-193f-5070-9dfd-2dee1f69a9a3,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,B>A,0.6469537,0.69605684,0.08764064,2.8161836
765:original,0.34261808,1.4069893,-0.34261808,0.33912465,factor_1,765:original,765,original,8b33bb85-b242-5845-83f0-5cb7e32be529,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,0.6974996,0.74297404,-0.049239874,2.8632185
294:original,0.30046418,1.3648354,-0.30046418,0.11760814,factor_1,294:original,294,original,58d81545-6e2e-5388-b1b7-05ec20157459,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,0.64127475,0.6908161,0.010835767,2.7188349
9158:swapped,0.111266896,1.1756381,-0.111266896,0.5453137,factor_1,9158:swapped,9158,swapped,e3de7dfc-4b9e-5476-b7af-92d7d00bf2d3,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,0.77614295,0.8167926,-0.42527544,2.7765517
9524:swapped,0.031045588,1.0954168,-0.031045588,0.01206365,factor_1,9524:swapped,9524,swapped,34e8d16b-9824-5373-b735-d25a3df21044,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,0.63255125,0.6827788,-0.24282968,2.4336634
2687:swapped,-0.021936556,1.0424347,0.021936556,-0.4739839,factor_1,2687:swapped,2687,swapped,ef607538-1628-5cce-bc92-093ff755586d,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,0.76128745,0.8027822,-0.5310184,2.6158876
557:swapped,-0.030803602,1.0335677,0.030803602,-0.012021087,factor_1,557:swapped,557,swapped,af372926-1fbb-54bf-aff8-14c9cde2db90,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,0.6325506,0.6827781,-0.3046775,2.3718128
4773:original,-0.030875495,1.0334958,0.030875495,-0.01203414,factor_1,4773:original,4773,original,d1dd83a6-7ccb-5f83-983e-f6fc38783836,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,0.63255084,0.68277836,-0.30474985,2.3717413
4789:original,-0.0527478,1.0116234,0.0527478,-0.19280587,factor_1,4789:original,4789,original,14ead85f-e4c6-5ae2-a586-6388d9b9b4f1,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,0.6657832,0.7134794,-0.38679624,2.410043
10568:original,-0.07893603,0.9854352,0.07893603,-0.030667594,factor_1,10568:original,10568,original,352e1a45-3dcb-5fb0-9c38-a6b7f674a084,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,0.63307303,0.683259,-0.35375255,2.3246229
1330:original,-0.18692482,0.8774464,0.18692482,1.1134409,factor_1,1330:original,1330,original,50e6565c-07f5-57d6-80d8-028498a1251b,mmlu-pro-law,gpt,gpt-4o-2024-05-13,B>A,0.99945146,1.0300877,-1.1415255,2.8964183
8286:original,-0.19086005,0.8735112,0.19086005,0.08568713,factor_1,8286:original,8286,original,57ee26c0-cc5d-5c32-b782-c7b5e5da5730,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,0.6499214,0.6987982,-0.4961332,2.2431555
931:swapped,-0.23768738,0.8266839,0.23768738,-0.09270181,factor_1,931:swapped,931,swapped,a32ef549-a356-5507-8743-1e07d4e61423,mmlu-pro-law,gpt,gpt-4o-2024-05-13,B>A,0.63799983,0.6877969,-0.52139807,2.1747658
2646:original,-0.24613303,0.8182382,0.24613303,-0.096004784,factor_1,2646:original,2646,original,faba206f-9a89-5991-9ac3-f43727d2a566,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,0.63839364,0.6881598,-0.53055507,2.1670315
4971:swapped,-0.3329524,0.73141885,0.3329524,0.23710606,factor_1,4971:swapped,4971,swapped,ff5f3ce7-1423-5df5-922d-644070dfaea0,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,0.7149892,0.7593115,-0.75683177,2.2196693
7087:original,-0.39937097,0.66500026,0.39937097,-0.3706942,factor_1,7087:original,7087,original,2daba22f-aca4-5206-a3cb-a0ff0203d831,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,0.70501256,0.74998605,-0.80497247,2.134973
6072:original,-0.4766856,0.5876856,0.4766856,-0.41540453,factor_1,6072:original,6072,original,37577e35-cf0b-5880-97a1-857736d76651,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,0.71579814,0.7600683,-0.90204835,2.0774195
12212:original,-0.5816158,0.48275542,0.5816158,-0.06676822,factor_1,12212:original,12212,original,c7bb7c2b-6fb2-5254-a773-9046ca946006,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,0.6484902,0.6974759,-0.8842974,1.8498082
2759:swapped,-0.75088257,0.31348866,0.75088257,-1.1550806,factor_1,2759:swapped,2759,swapped,c67cf264-33f9-5730-aeea-a7364756a96b,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,0.91353786,0.94752103,-1.5436525,2.17063
889:swapped,-0.7898513,0.27451992,0.7898513,-0.1440499,factor_1,889:swapped,889,swapped,2545077a-25bd-5b66-a42b-e0efb838ecee,mmlu-pro-law,gpt,gpt-4o-2024-05-13,B>A,0.65923285,0.7074107,-1.1120051,1.661045
7024:swapped,-0.7994122,0.26495904,0.7994122,-0.14782172,factor_1,7024:swapped,7024,swapped,aaf21925-4fcc-5841-b6e5-9afdf75a3b2e,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,0.6599072,0.7080351,-1.1227899,1.6527078
3899:swapped,-0.8497025,0.21466875,0.8497025,-0.16620095,factor_1,3899:swapped,3899,swapped,57500a89-7795-5299-b6a8-d0ab8da2687a,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,0.6636638,0.7115149,-1.1799004,1.6092379
5033:swapped,-0.8497137,0.21465755,0.8497137,-0.16620629,factor_1,5033:swapped,5033,swapped,5e29323a-13d7-5bb1-814b-1b38db3dfc50,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,0.66366476,0.71151584,-1.1799135,1.6092286
4891:swapped,-0.8946594,0.16971183,0.8946594,-0.68681574,factor_1,4891:swapped,4891,swapped,d9cc990f-fb19-521e-a8fa-68f3325f8730,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,0.7800617,0.8204931,-1.4384546,1.7778783
1803:original,-1.0217643,0.04260695,1.0217643,0.16728967,factor_1,1803:original,1803,original,01fb6121-e025-5251-a55f-f903c79e4ec6,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,0.8017231,0.84098166,-1.6057172,1.6909311
384:original,-1.038118,0.026253223,1.038118,0.15857698,factor_1,384:original,384,original,6a01ee27-4246-5bb7-b1b7-bbea2dc28deb,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,0.80083907,0.8401444,-1.6204299,1.6729363
8312:original,-1.0542026,0.010168672,1.0542026,-0.07672322,factor_1,8312:original,8312,original,405f3561-1bb7-56f5-88a2-c28cec94c5d4,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,0.6938268,0.7395496,-1.4393486,1.4596859
5304:swapped,-1.0890222,-0.024650931,1.0890222,0.13116594,factor_1,5304:swapped,5304,swapped,907c3d20-a0dc-5b21-b4ba-1e784d7cfaf6,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,0.7976794,0.83715266,-1.6654701,1.6161683
4902:original,-1.1011969,-0.036825657,1.1011969,-0.4725895,factor_1,4902:original,4902,original,3ca30a63-18e2-5f42-b7ec-433617b85cd6,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,0.73215455,0.7753924,-1.5565948,1.4829435
3714:swapped,-1.1490014,-0.08463013,1.1490014,-0.27672124,factor_1,3714:swapped,3714,swapped,7437394e-a300-5428-b321-e3ce7dd9b694,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,0.6933884,0.739141,-1.5333465,1.3640863
2453:original,-1.1697716,-0.105400324,1.1697716,-0.50696015,factor_1,2453:original,2453,original,9536d58f-8a88-53be-b97e-45bb2d457c12,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,0.74238247,0.78499484,-1.6439903,1.4331896
4773:swapped,-1.1705709,-0.10619962,1.1705709,-0.50714993,factor_1,4773:swapped,4773,swapped,d1dd83a6-7ccb-5f83-983e-f6fc38783836,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,0.7424538,0.78506184,-1.6449208,1.4325216
755:swapped,-1.1711863,-0.1068151,1.1711863,0.091468714,factor_1,755:swapped,755,swapped,437c2f78-9c2a-50d0-a600-5d2d355ee14e,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,0.7943937,0.83404285,-1.7415391,1.5279089
9886:swapped,-1.2344335,-0.1700623,1.2344335,-0.3087939,factor_1,9886:swapped,9886,swapped,70ed90f8-052e-5088-a47b-70b409d2b518,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,0.7038361,0.7488874,-1.6378816,1.297757
1198:original,-1.3340999,-0.26972866,1.3340999,-0.99930024,factor_1,1198:original,1198,original,a4eff39a-4f2e-5cee-a6de-b8e74625269f,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,0.84511566,0.88218284,-1.9988071,1.4593498
2243:swapped,-1.3364184,-0.27204716,1.3364184,0.019862067,factor_1,2243:swapped,2243,swapped,803e5d58-0c62-5946-9738-ceeea2e4aaa2,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,0.7908478,0.8306881,-1.900196,1.3561016
1199:original,-1.3619761,-0.29760492,1.3619761,1.2514781,factor_1,1199:original,1199,original,8aaa1627-21b0-520f-b698-67cd5d77dbc9,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,1.2402729,1.2637056,-2.774468,2.1792583
11138:swapped,-1.3680921,-0.30372083,1.3680921,1.2405548,factor_1,11138:swapped,11138,swapped,b958ea91-8f2a-55be-8c8b-d61cf90f5076,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,B>A,1.239542,1.262993,-2.7791872,2.1717453
11028:original,-1.3715168,-0.3071456,1.3715168,1.2430753,factor_1,11028:original,11028,original,2aa40f83-9d2a-5a22-8c37-817397efb2e7,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,B>A,1.2408319,1.2642506,-2.7850769,2.1707857
298:swapped,-1.3749036,-0.31053233,1.3749036,1.2410762,factor_1,298:swapped,298,swapped,0f1fed13-d89e-5956-a5f9-11befbdb47fb,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,1.2412335,1.2646422,-2.789231,2.1681664
11985:swapped,-1.3765658,-0.3121946,1.3765658,1.2481334,factor_1,11985:swapped,11985,swapped,c1891f8b-2cce-52b7-868c-6c072e79701e,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,1.2429892,1.2663544,-2.7942493,2.1698601
10479:original,-1.4510666,-0.38669538,1.4510666,-0.023743102,factor_1,10479:original,10479,original,10c0a6e7-a697-5d79-ac6b-47ed30c4cba5,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,0.7913931,0.831204,-2.0158553,1.2424644
10994:original,-1.5782689,-0.51389766,1.5782689,-0.7254161,factor_1,10994:original,10994,original,f1b17db1-5206-504d-a8b0-3213449e41f5,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,0.80397487,0.8431146,-2.1664023,1.138607
6004:original,-1.5878412,-0.5234699,1.5878412,0.2747056,factor_1,6004:original,6004,original,b7bbea2c-8e83-50be-a385-70d16a0d507c,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,1.082284,1.1101335,-2.6993318,1.6523919
2256:swapped,-1.6858134,-0.6214422,1.6858134,-2.0160935,factor_1,2256:swapped,2256,swapped,cc8d0d03-7d7e-5728-8bd6-fa03589c976d,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,1.0960948,1.1235151,-2.823532,1.5806476
11257:swapped,-1.6890737,-0.62470245,1.6890737,-0.28552154,factor_1,11257:swapped,11257,swapped,bfd0002d-e137-5a79-a7fd-c2ef9ad12a1f,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,0.74521154,0.7876535,-2.1685033,0.9190985
889:original,-1.7227552,-0.65838397,1.7227552,-0.2961749,factor_1,889:original,889,original,2545077a-25bd-5b66-a42b-e0efb838ecee,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,0.74924785,0.79144865,-2.2096233,0.8928554
4426:swapped,-1.7269773,-0.6626061,1.7269773,-2.0416696,factor_1,4426:swapped,4426,swapped,35eb196e-50d4-5501-8f44-cc5dc85f6291,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,1.0986267,1.1259694,-2.8695064,1.544294
7403:swapped,-1.7358533,-0.6714821,1.7358533,-2.048713,factor_1,7403:swapped,7403,swapped,07019bab-fc3e-5c91-ac9c-36869cfe79b0,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,1.0996919,1.127002,-2.8804061,1.537442
2443:original,-1.7388242,-0.674453,1.7388242,-0.50459385,factor_1,2443:original,2443,original,5b13ebd9-3880-5331-bfcf-ac5ab4bed92a,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,0.77653927,0.81716675,-2.2761,0.9271939
4771:swapped,-1.8038744,-0.73950315,1.8038744,-1.3463763,factor_1,4771:swapped,4771,swapped,2b51f48f-90d7-57f7-8888-30fd13c0d5ff,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,0.90570414,0.9400198,-2.581942,1.1029357
1748:original,-1.8118249,-0.7474537,1.8118249,-1.350075,factor_1,1748:original,1748,original,2d989dfb-7cf0-549e-945c-3dd060d1fad5,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,0.9062378,0.94053066,-2.5908937,1.0959865
11220:original,-1.8156894,-0.7513182,1.8156894,0.18601544,factor_1,11220:original,11220,original,2f665bcd-7aee-539b-9acf-142548185b64,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,1.0614542,1.0899692,-2.8876579,1.3850214
11147:swapped,-1.8168523,-0.7524811,1.8168523,0.18572414,factor_1,11147:swapped,11147,swapped,70bf4c34-6b15-53e6-bb19-9094bdaf6c9f,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,1.0617208,1.0902271,-2.889326,1.384364
10566:original,-1.8180945,-0.75372326,1.8180945,0.18542749,factor_1,10566:original,10566,original,544ae546-5220-5ffd-86f3-5b44d4422ab7,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,1.0620164,1.0905131,-2.891129,1.3836824
5130:original,-1.8463869,-0.7820157,1.8463869,-0.8761072,factor_1,5130:original,5130,original,122e221d-9581-5240-889a-1106c2d167c0,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,0.8414486,0.8786934,-2.5042548,0.94022346
408:swapped,-1.9096158,-0.8452445,1.9096158,-0.1743658,factor_1,408:swapped,408,swapped,591677d2-ac1a-5a7c-9e21-b4918155fc9b,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,0.8101345,0.8489523,-2.509191,0.818702
5056:original,-2.000831,-0.93645966,2.000831,-0.6122402,factor_1,5056:original,5056,original,6ed13f8d-9733-5839-a628-22c6ec6c9f27,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,0.81859183,0.8569745,-2.6161296,0.7432103
5033:original,-2.001431,-0.93705976,2.001431,-0.6123868,factor_1,5033:original,5033,original,5e29323a-13d7-5bb1-814b-1b38db3dfc50,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,0.81867296,0.85705143,-2.6168807,0.74276114
6222:original,-2.0398183,-0.97544706,2.0398183,-0.21170413,factor_1,6222:original,6222,original,1c76021c-cb8e-5477-8f7e-88855d6dd547,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,0.8203059,0.8586013,-2.6583056,0.7074114
5284:swapped,-2.0531473,-0.9887761,2.0531473,0.06071294,factor_1,5284:swapped,5284,swapped,ebe368cb-5783-5f03-8471-e31295bc4438,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,1.0555862,1.0842927,-3.1139898,1.1364375
6311:swapped,-2.0532022,-0.9888309,2.0532022,0.06070108,factor_1,6311:swapped,6311,swapped,d61248f3-8e80-5097-8892-10c086a492d2,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,1.0555979,1.084304,-3.1140666,1.1364049
1420:original,-2.0730395,-1.0086683,2.0730395,-0.405756,factor_1,1420:original,1420,original,e302b0a0-28d5-5a3c-b1af-fedcf5543e72,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,0.79667926,0.8362059,-2.647632,0.6302953
7623:swapped,-2.07891,-1.0145389,2.07891,-0.22279203,factor_1,7623:swapped,7623,swapped,3c6f3a85-c058-543a-8226-852972410970,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,0.8236199,0.8617475,-2.7035642,0.6744863
8286:swapped,-2.2118256,-1.1474544,2.2118256,-0.44888228,factor_1,8286:swapped,8286,swapped,57ee26c0-cc5d-5c32-b782-c7b5e5da5730,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,0.8176384,0.8560697,-2.825351,0.53044224
441:swapped,-2.216356,-1.1519848,2.216356,-0.488897,factor_1,441:swapped,441,swapped,97e2c15b-92c8-5934-bf37-c46fbf095930,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,0.8675284,0.90353876,-2.9229207,0.6189512
10638:swapped,-2.221962,-1.1575907,2.221962,-0.45082977,factor_1,10638:swapped,10638,swapped,4e13a976-9009-5501-87c2-bd1b20c0b84f,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,0.81909084,0.8574481,-2.8381891,0.5230075
6643:original,-2.2561805,-1.1918093,2.2561805,-0.5015499,factor_1,6643:original,6643,original,a1b1ff8a-eae1-5c68-b5b1-4d50cb2afc17,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,0.8743054,0.91000557,-2.9754202,0.59180164
3335:swapped,-2.2643645,-1.1999933,2.2643645,-1.1241096,factor_1,3335:swapped,3335,swapped,2328c85f-6803-5f2c-9ccb-f429dea4428c,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,0.892299,0.92719537,-3.0172963,0.6173097
11002:swapped,-2.5159276,-1.4515563,2.5159276,-7.9391823,factor_1,11002:swapped,11002,swapped,aecacdc0-1dfc-5339-b6c7-eea5baa1471d,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,11.080079,11.047154,-23.103981,20.200867
6272:swapped,-2.6121786,-1.5478073,2.6121786,-0.5732898,factor_1,6272:swapped,6272,swapped,5b0fa22f-cbfd-5098-95b0-a474deb84c7a,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,0.88255346,0.91788167,-3.3468554,0.25124073
3776:swapped,-2.6512449,-1.5868737,2.6512449,-0.37198496,factor_1,3776:swapped,3776,swapped,02c8d6ef-f58a-5bf5-8b05-0a6719e16f20,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,0.8878663,0.9229581,-3.3958716,0.22212422
12029:original,-2.6910148,-1.6266435,2.6910148,3.9368782,factor_1,12029:original,12029,original,3be26fc0-ead5-5d0f-8c87-2feb0524e902,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,1.7505419,1.7644156,-5.084898,1.831611
7599:swapped,-2.788851,-1.7244798,2.788851,-0.40244088,factor_1,7599:swapped,7599,swapped,12ab4b20-e60b-59ca-b20b-500b12900def,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,0.9071851,0.94143754,-3.5696974,0.12073779
11185:original,-2.919125,-1.8547539,2.919125,-0.43734512,factor_1,11185:original,11185,original,dcfbadd5-4b7c-5ffd-b66d-5cb0a380605d,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,0.925038,0.9585419,-3.7334962,0.023988366
7584:swapped,-3.254872,-2.1905007,3.254872,-2.3656116,factor_1,7584:swapped,7584,swapped,766bdf22-3677-53bf-9c46-4fb984430682,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,1.0409061,1.0701,-4.2878966,-0.09310484
9337:swapped,-3.267378,-2.2030067,3.267378,-0.77801424,factor_1,9337:swapped,9337,swapped,df1964d5-629f-5b4a-bcd5-79137e8f3bc5,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,0.99795437,1.0286447,-4.2191505,-0.18686318
3257:swapped,-3.3439407,-2.2795696,3.3439407,-0.80291533,factor_1,3257:swapped,3257,swapped,df6e9ec0-0bd1-51ec-a81f-3a58cc415253,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,1.0121577,1.042341,-4.322558,-0.23658133
4471:original,-3.4082866,-2.3439155,3.4082866,-1.251349,factor_1,4471:original,4471,original,ea56946d-14fb-5016-9550-1216f26856f5,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,1.0381397,1.0674267,-4.436072,-0.25175905
7450:original,-3.413716,-2.3493447,3.413716,-1.2532839,factor_1,7450:original,7450,original,f805817d-968d-5b0b-a2b2-4c62c9b848d3,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,1.0389365,1.0681967,-4.4430103,-0.25567913
5708:original,-3.41656,-2.3521886,3.41656,-1.2545308,factor_1,5708:original,5708,original,a13f48e6-1d51-5076-94bf-ff0303e4c198,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,1.0393298,1.0685766,-4.446599,-0.2577784
7978:original,-3.4323816,-2.3680105,3.4323816,-1.2605808,factor_1,7978:original,7978,original,bd6f87f2-cb60-58b3-8b27-4eceab2bfc79,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,1.0416085,1.0707787,-4.466737,-0.26928425
2416:original,-3.497384,-2.433013,3.497384,-1.8701273,factor_1,2416:original,2416,original,c20860f9-7468-546b-ae86-4ae6a6493de9,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,0.99997926,1.0305966,-4.4529824,-0.4130435
8762:original,-3.7615702,-2.6971989,3.7615702,-0.40532297,factor_1,8762:original,8762,original,730909ae-6903-517a-ad99-9991d2cfc217,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,1.1828609,1.2077824,-5.064452,-0.32994533
4967:original,-3.9045887,-2.8402176,3.9045887,-0.4215222,factor_1,4967:original,4967,original,0f999ea7-10a1-5b85-a175-b86d50338266,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,1.1711305,1.1963713,-5.1851053,-0.49532986
6105:original,-3.9365618,-2.8721905,3.9365618,-0.42602432,factor_1,6105:original,6105,original,0cdc4e4b-d2a3-5218-b01a-c60f2e407d5e,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,1.1762248,1.2013264,-5.2267904,-0.51759076
11138:original,-3.9451602,-2.8807888,3.9451602,-0.42742962,factor_1,11138:original,11138,original,b958ea91-8f2a-55be-8c8b-d61cf90f5076,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,1.1773677,1.2024381,-5.237568,-0.52400994
10608:original,-3.9793475,-2.9149761,3.9793475,-0.43210492,factor_1,10608:original,10608,original,799a7559-a3b1-5dc3-bec3-54d5e930fd24,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,1.1829348,1.2078543,-5.2823706,-0.5475817
8093:original,-3.986186,-2.921815,3.986186,-0.4331444,factor_1,8093:original,8093,original,40c35c1b-4d3a-56ae-a7fa-22307efca211,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,1.1839252,1.2088181,-5.2910986,-0.5525315
765:swapped,-3.9942129,-2.9298415,3.9942129,-0.43420774,factor_1,765:swapped,765,swapped,8b33bb85-b242-5845-83f0-5cb7e32be529,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,1.1852655,1.2101222,-5.301681,-0.558002
2934:swapped,-4.011505,-2.947134,4.011505,-0.43676826,factor_1,2934:swapped,2934,swapped,6c5f9b09-193f-5070-9dfd-2dee1f69a9a3,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,1.1878382,1.2126259,-5.3238807,-0.57038736
