item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,original_id,order,pair_id,source,split,response_model,gold_label,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
7403:original,1.0382006,1.2619033,-1.0382006,-5.6187816,-3.450379,factor_1,7403:original,7403,original,07019bab-fc3e-5c91-ac9c-36869cfe79b0,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,B>A,8.164787,8.142025,-14.696466,17.220272
2443:swapped,1.0075563,1.231259,-1.0075563,-0.52009857,0.1262658,factor_1,2443:swapped,2443,swapped,5b13ebd9-3880-5331-bfcf-ac5ab4bed92a,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,B>A,0.77113664,0.8077635,-0.35195756,2.8144755
1199:original,0.9399536,1.1636564,-0.9399536,-2.1511574,8.656873,factor_2,1199:original,1199,original,8aaa1627-21b0-520f-b698-67cd5d77dbc9,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,2.8850672,2.8863914,-4.493671,6.8209834
4771:original,0.92291844,1.1466211,-0.92291844,-0.12448344,-0.22526528,factor_2,4771:original,4771,original,2b51f48f-90d7-57f7-8888-30fd13c0d5ff,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,0.8178866,0.8522243,-0.5237385,2.8169808
6643:swapped,0.74734277,0.9710455,-0.74734277,-0.3042176,0.098591805,factor_1,6643:swapped,6643,swapped,a1b1ff8a-eae1-5c68-b5b1-4d50cb2afc17,mmlu-pro-health,gpt,gpt-4o-2024-05-13,B>A,0.71029055,0.7502854,-0.49951386,2.4416049
889:swapped,0.62520283,0.84890556,-0.62520283,0.31785277,0.49306926,factor_2,889:swapped,889,swapped,2545077a-25bd-5b66-a42b-e0efb838ecee,mmlu-pro-law,gpt,gpt-4o-2024-05-13,B>A,0.79468936,0.8301337,-0.7781565,2.4759676
8312:original,0.5792012,0.80290395,-0.5792012,-0.30950874,1.0319159,factor_2,8312:original,8312,original,405f3561-1bb7-56f5-88a2-c28cec94c5d4,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,0.83041006,0.8641728,-0.8908748,2.4966826
298:swapped,0.56360495,0.7873077,-0.56360495,-2.0905578,8.239904,factor_2,298:swapped,298,swapped,0f1fed13-d89e-5956-a5f9-11befbdb47fb,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,2.608172,2.6115282,-4.3312874,5.905903
3714:swapped,0.5317107,0.7554134,-0.5317107,0.12219997,0.4142688,factor_2,3714:swapped,3714,swapped,7437394e-a300-5428-b321-e3ce7dd9b694,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,0.7171862,0.75677454,-0.72786474,2.2386916
11138:swapped,0.51264596,0.7363487,-0.51264596,-1.9861357,7.8269277,factor_2,11138:swapped,11138,swapped,b958ea91-8f2a-55be-8c8b-d61cf90f5076,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,B>A,2.4568758,2.4614496,-4.088093,5.56079
11985:swapped,0.42850572,0.65220845,-0.42850572,-1.6508152,6.565751,factor_2,11985:swapped,11985,swapped,c1891f8b-2cce-52b7-868c-6c072e79701e,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,2.0639086,2.0721364,-3.4091792,4.713596
3435:swapped,0.36331484,0.58701754,-0.36331484,-0.03643944,-0.20323987,factor_2,3435:swapped,3435,swapped,52dc37ec-fb24-59d8-9390-53185cb0c6d1,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,B>A,0.7058746,0.7461334,-0.8754039,2.049439
10566:swapped,0.32654387,0.5502466,-0.32654387,-0.28325146,0.13064553,factor_1,10566:swapped,10566,swapped,544ae546-5220-5ffd-86f3-5b44d4422ab7,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,0.70413697,0.7445004,-0.9089742,2.0094674
10565:swapped,0.27574524,0.49944794,-0.27574524,7.2714787,1.2078139,factor_1,10565:swapped,10565,swapped,07c3dda8-0f84-5624-9b4a-19ed31d85a2b,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,1.5165715,1.5319092,-2.5030942,3.5019903
6077:original,0.110861644,0.33456436,-0.110861644,-0.014913629,-0.115360536,factor_2,6077:original,6077,original,7ad6fda6-f7dd-5c3a-9d8b-6b50cc35dedd,mmlu-pro-health,gpt,gpt-4o-2024-05-13,B>A,0.6521477,0.69586384,-1.0293288,1.6984575
1420:original,0.09759522,0.32129794,-0.09759522,0.16087388,0.4904584,factor_2,1420:original,1420,original,e302b0a0-28d5-5a3c-b1af-fedcf5543e72,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,0.7705371,0.80719495,-1.2608042,1.9034002
6643:original,-0.072530076,0.15117264,0.072530076,0.26638377,0.2857889,factor_2,6643:original,6643,original,a1b1ff8a-eae1-5c68-b5b1-4d50cb2afc17,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,0.8073806,0.8422126,-1.4995642,1.8019094
2256:original,-0.08700752,0.13669519,0.08700752,-0.7331009,-0.921979,factor_2,2256:original,2256,original,cc8d0d03-7d7e-5728-8bd6-fa03589c976d,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,B>A,1.112642,1.1364969,-2.090839,2.3642292
11185:swapped,-0.10178068,0.12192203,0.10178068,-6.014269,-0.9916624,factor_1,11185:swapped,11185,swapped,dcfbadd5-4b7c-5ffd-b66d-5cb0a380605d,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,B>A,1.4129034,1.4300436,-2.6809635,2.9248075
7087:swapped,-0.10979436,0.11390835,0.10979436,-0.38998342,-0.047940023,factor_1,7087:swapped,7087,swapped,2daba22f-aca4-5206-a3cb-a0ff0203d831,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,B>A,0.72207355,0.76137775,-1.378392,1.6062088
294:swapped,-0.16937894,0.054323778,0.16937894,1.4636858,-5.7518954,factor_2,294:swapped,294,swapped,58d81545-6e2e-5388-b1b7-05ec20157459,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,1.8327719,1.8436193,-3.5591702,3.6678176
6956:swapped,-0.1726627,0.05104001,0.1726627,-0.41470298,-0.07462232,factor_1,6956:swapped,6956,swapped,ba87d469-ec2e-5a8f-95e8-b3065f20b584,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,B>A,0.7294512,0.76833284,-1.4548924,1.5569725
2201:swapped,-0.26603654,-0.042333826,0.26603654,-0.44952682,0.096974775,factor_1,2201:swapped,2201,swapped,e9963b54-87aa-5b3f-b524-66ed9f7b5489,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,B>A,0.78016,0.8163265,-1.6423339,1.5576662
7024:swapped,-0.35173985,-0.12803714,0.35173985,0.10889173,0.021434065,factor_1,7024:swapped,7024,swapped,aaf21925-4fcc-5841-b6e5-9afdf75a3b2e,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,0.6581751,0.7014792,-1.5029364,1.2468622
2687:original,-0.53760713,-0.3139044,0.53760713,2.070462,-8.148599,factor_2,2687:original,2687,original,ef607538-1628-5cce-bc92-093ff755586d,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,B>A,2.568753,2.5724185,-5.3558445,4.728036
408:swapped,-0.5519322,-0.3282295,0.5519322,-0.31861174,0.7372631,factor_2,408:swapped,408,swapped,591677d2-ac1a-5a7c-9e21-b4918155fc9b,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,0.90808564,0.9385928,-2.1678715,1.5114124
3335:swapped,-0.58385897,-0.36015624,0.58385897,0.9139153,-0.11571803,factor_1,3335:swapped,3335,swapped,2328c85f-6803-5f2c-9ccb-f429dea4428c,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,0.86883724,0.9009262,-2.1259716,1.4056592
11257:original,-0.6017253,-0.37802255,0.6017253,2.301718,-9.024848,factor_2,11257:original,11257,original,bfd0002d-e137-5a79-a7fd-c2ef9ad12a1f,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,B>A,2.897956,2.8991907,-6.0604362,5.304391
2443:original,-0.6192473,-0.3955446,0.6192473,0.57755554,0.027781501,factor_1,2443:original,2443,original,5b13ebd9-3880-5331-bfcf-ac5ab4bed92a,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,0.77664024,0.8129852,-1.9889956,1.1979065
5708:swapped,-0.65998966,-0.43628693,0.65998966,2.2152765,-8.739826,factor_2,5708:swapped,5708,swapped,a13f48e6-1d51-5076-94bf-ff0303e4c198,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,2.817488,2.8192875,-5.9620905,5.0895166
6929:original,-0.67664665,-0.45294392,0.67664665,-2.7457724,4.5451384,factor_2,6929:original,6929,original,91f41b79-7c04-5300-b622-e6f1cad3f741,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,B>A,5.3860765,5.3743033,-10.986579,10.080691
11220:original,-0.69418114,-0.47047842,0.69418114,-0.10938734,1.1758416,factor_2,11220:original,11220,original,2f665bcd-7aee-539b-9acf-142548185b64,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,1.109902,1.1338319,-2.692789,1.7518321
10566:original,-0.72457504,-0.5008723,0.72457504,-0.10613409,1.1504225,factor_2,10566:original,10566,original,544ae546-5220-5ffd-86f3-5b44d4422ab7,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,1.1125922,1.1364484,-2.7283113,1.7265666
11147:swapped,-0.73641664,-0.5127139,0.73641664,-0.10508199,1.141949,factor_2,11147:swapped,11147,swapped,70bf4c34-6b15-53e6-bb19-9094bdaf6c9f,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,1.1140615,1.1378775,-2.7429538,1.717526
2646:original,-0.7460051,-0.5223024,0.7460051,0.30481753,-0.31605157,factor_2,2646:original,2646,original,faba206f-9a89-5991-9ac3-f43727d2a566,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,0.74054104,0.7788014,-2.0487533,1.0041484
3714:original,-0.7531011,-0.5293984,0.7531011,-2.0520139,0.56202567,factor_1,3714:original,3714,original,7437394e-a300-5428-b321-e3ce7dd9b694,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,1.2081035,1.2295237,-2.9392648,1.8804679
5304:original,-0.75739175,-0.533689,0.75739175,-2.0536685,0.5608585,factor_1,5304:original,5304,original,907c3d20-a0dc-5b21-b4ba-1e784d7cfaf6,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,1.2084655,1.229877,-2.944248,1.8768699
7079:swapped,-0.7827886,-0.55908585,0.7827886,-2.574995,2.6424527,factor_2,7079:swapped,7079,swapped,f48459b1-bc3e-56f2-a323-d4ccea830765,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,B>A,8.191181,8.168321,-16.568995,15.450823
384:original,-0.7836178,-0.55991507,0.7836178,-0.3781528,0.66218203,factor_2,384:original,384,original,6a01ee27-4246-5bb7-b1b7-bbea2dc28deb,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,0.9589276,0.98755383,-2.4955206,1.3756905
4971:swapped,-0.78519475,-0.561492,0.78519475,-0.29784143,0.12003672,factor_1,4971:swapped,4971,swapped,ff5f3ce7-1423-5df5-922d-644070dfaea0,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,0.79250324,0.82805467,-2.1844792,1.0614951
10568:original,-0.83697575,-0.613273,0.83697575,-0.09261097,-0.32588384,factor_2,10568:original,10568,original,352e1a45-3dcb-5fb0-9c38-a6b7f674a084,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,0.6881379,0.7294864,-2.0430665,0.81652033
6272:swapped,-0.8641114,-0.6404087,0.8641114,0.579684,0.1802952,factor_1,6272:swapped,6272,swapped,5b0fa22f-cbfd-5098-95b0-a474deb84c7a,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,0.8587454,0.8912612,-2.3872807,1.1064634
4681:original,-0.86668783,-0.6429851,0.86668783,-1.97414,0.49512073,factor_1,4681:original,4681,original,a22906b1-02f2-59da-ba1f-7a75487ba740,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,1.2108516,1.2322063,-3.0581095,1.7721393
2826:original,-0.9002679,-0.6765652,0.9002679,-3.046021,5.020674,factor_2,2826:original,2826,original,a3f45559-827d-53c5-9f1b-200ea1876ac8,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,B>A,6.9479117,6.9297695,-14.258914,12.905784
10479:original,-0.9685544,-0.74485165,0.9685544,0.04193411,0.18294664,factor_2,10479:original,10479,original,10c0a6e7-a697-5d79-ac6b-47ed30c4cba5,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,0.8025556,0.83761847,-2.3865838,0.89688057
1978:original,-1.0006272,-0.77692443,1.0006272,-2.9350514,4.582054,factor_2,1978:original,1978,original,05ea6065-69da-58b9-a53b-872e8d940915,mmlu-pro-law,gpt,gpt-4o-2024-05-13,B>A,6.3160124,6.30037,-13.12565,11.571802
3122:swapped,-1.0527511,-0.82904834,1.0527511,5.997449,3.9099262,factor_1,3122:swapped,3122,swapped,14d2e455-2416-5cd3-8913-8f833aeab1b2,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,9.9099245,9.880819,-20.195454,18.537357
11633:swapped,-1.0833626,-0.85965985,1.0833626,-2.7589746,4.002809,factor_2,11633:swapped,11633,swapped,c89566b4-5831-5242-8ae9-45c2f0ae955c,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,5.4410086,5.428999,-11.500498,9.7811775
11603:swapped,-1.0895002,-0.86579746,1.0895002,-2.517187,3.401404,factor_2,11603:swapped,11603,swapped,b82d8f3f-f994-5775-b1b1-13420519ca81,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,4.4822416,4.474564,-9.635942,7.904348
9337:original,-1.1109085,-0.8872058,1.1109085,-0.124794364,-0.7582742,factor_2,9337:original,9337,original,df1964d5-629f-5b4a-bcd5-79137e8f3bc5,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,0.7830056,0.8190288,-2.4925022,0.7180907
441:swapped,-1.1428432,-0.9191405,1.1428432,0.32218176,-0.09135013,factor_1,441:swapped,441,swapped,97e2c15b-92c8-5934-bf37-c46fbf095930,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,0.7784724,0.8147243,-2.5160003,0.6777192
765:original,-1.1666088,-0.9429061,1.1666088,-0.4238815,-0.22197203,factor_1,765:original,765,original,8b33bb85-b242-5845-83f0-5cb7e32be529,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,0.7712362,0.8078579,-2.5263076,0.64049536
7978:swapped,-1.2105386,-0.9868359,1.2105386,-2.826967,4.065274,factor_2,7978:swapped,7978,swapped,bd6f87f2-cb60-58b3-8b27-4eceab2bfc79,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,5.860397,5.8466167,-12.446204,10.472533
5709:swapped,-1.2246393,-1.0009366,1.2246393,-2.8939261,4.142161,factor_2,5709:swapped,5709,swapped,35e4e1cd-ccdf-51ae-8fee-687a634c6c2e,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,6.069591,6.054949,-12.868636,10.866763
10130:swapped,-1.2414582,-1.0177555,1.2414582,-0.6065424,6.245177,factor_2,10130:swapped,10130,swapped,c9d03d78-9962-58e3-a776-703b910cde29,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,3.6160953,3.6128836,-8.099008,6.0634966
3899:original,-1.2790835,-1.0553808,1.2790835,4.5067334,2.224217,factor_1,3899:original,3899,original,57500a89-7795-5299-b6a8-d0ab8da2687a,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,5.0416718,5.03141,-10.916945,8.806184
4971:original,-1.308143,-1.0844404,1.308143,-0.6036005,6.240774,factor_2,4971:original,4971,original,ff5f3ce7-1423-5df5-922d-644070dfaea0,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,3.7282495,3.7244165,-8.384297,6.2154164
1097:original,-1.3585187,-1.134816,1.3585187,1.6330131,8.205835,factor_2,1097:original,1097,original,138e503c-b09d-5d19-82ff-0b5ddc3e7bf6,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,2.6941917,2.696892,-6.420725,4.1510925
2243:swapped,-1.4597684,-1.2360657,1.4597684,-0.14130436,0.020868467,factor_1,2243:swapped,2243,swapped,803e5d58-0c62-5946-9738-ceeea2e4aaa2,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,0.81595975,0.85038733,-2.9028249,0.4306935
2201:original,-1.4688284,-1.2451258,1.4688284,-0.5575702,5.6678224,factor_2,2201:original,2201,original,e9963b54-87aa-5b3f-b524-66ed9f7b5489,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,3.6184094,3.6151845,-8.330888,5.8406363
10340:swapped,-1.500285,-1.2765824,1.500285,-1.8296752,-6.7894,factor_2,10340:swapped,10340,swapped,d2b16371-9e1f-5869-aa69-579218b20eaa,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,2.112005,2.1197386,-5.43127,2.8781056
11633:original,-1.5745621,-1.3508594,1.5745621,-0.66803753,6.8500605,factor_2,11633:original,11633,original,c89566b4-5831-5242-8ae9-45c2f0ae955c,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,4.7443113,4.735401,-10.632246,7.9305267
11395:swapped,-1.5828414,-1.3591387,1.5828414,4.527887,2.0182025,factor_1,11395:swapped,11395,swapped,83adf077-567f-5ce2-91e7-bf02decdaa21,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,5.0668664,5.056493,-11.269865,8.551588
7599:swapped,-1.5852705,-1.3615679,1.5852705,0.76182896,0.44356185,factor_1,7599:swapped,7599,swapped,12ab4b20-e60b-59ca-b20b-500b12900def,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,1.0974816,1.121756,-3.5602098,0.8370739
8351:swapped,-1.6197463,-1.3960437,1.6197463,-0.59104306,6.071978,factor_2,8351:swapped,8351,swapped,af8bbf3a-253a-5a14-8ec9-27d0f093d61d,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,4.1929135,4.186652,-9.601882,6.8097944
9888:swapped,-1.6416571,-1.4179544,1.6416571,-0.64124227,6.6012106,factor_2,9888:swapped,9888,swapped,6f1bd679-4ba1-51ba-b65d-c7463e2134bf,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,4.677965,4.669363,-10.569906,7.7339973
8857:original,-1.6490048,-1.4253021,1.6490048,-0.5634186,5.83237,factor_2,8857:original,8857,original,26d7ab00-c73b-5b3e-8bc3-4a8f941fceb7,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,4.063504,4.057898,-9.378782,6.528178
298:original,-1.721032,-1.4973294,1.721032,-0.56137466,5.7788777,factor_2,298:original,298,original,0f1fed13-d89e-5956-a5f9-11befbdb47fb,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,4.1650343,4.1589127,-9.648799,6.65414
5087:swapped,-1.7324259,-1.5087233,1.7324259,-0.5468656,5.6518893,factor_2,5087:swapped,5087,swapped,585e5a43-454b-56f7-aba3-fb4e22938020,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,4.0877934,4.082063,-9.509567,6.4921207
10305:swapped,-1.7441081,-1.5204054,1.7441081,-0.4697361,4.860857,factor_2,10305:swapped,10305,swapped,e23cdc82-bbf1-5378-9404-d94c1e7ce2ef,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,3.5359201,3.5331624,-8.445404,5.404593
7568:swapped,-1.7743926,-1.5506899,1.7743926,-2.0217557,-7.5901675,factor_2,7568:swapped,7568,swapped,a5c0fd0a-7440-5461-9a32-c6c5ff574ae0,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,B>A,2.3575006,2.362924,-6.182021,3.0806415
5284:original,-1.8007486,-1.5770459,1.8007486,-0.561317,5.773615,factor_2,5284:original,5284,original,ebe368cb-5783-5f03-8471-e31295bc4438,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,4.323528,4.3166194,-10.037621,6.883528
5893:swapped,-1.8633038,-1.6396011,1.8633038,-0.5196203,5.382458,factor_2,5893:swapped,5893,swapped,8609c463-a567-5b57-838f-12e3dac9fa8b,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,4.1349316,4.128962,-9.732367,6.4531646
1330:swapped,-1.8972325,-1.6735299,1.8972325,-0.40100813,4.165842,factor_2,1330:swapped,1330,swapped,50e6565c-07f5-57d6-80d8-028498a1251b,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,3.3232424,3.3217342,-8.184129,4.8370695
3242:swapped,-1.9240812,-1.7003785,1.9240812,1.7127287,6.5722694,factor_2,3242:swapped,3242,swapped,79d55355-34c0-5ba7-842e-65671b9858d9,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,2.4703,2.4747622,-6.5509124,3.1501555
12029:swapped,-1.9297712,-1.7060685,1.9297712,-0.3244846,3.4058352,factor_2,12029:swapped,12029,swapped,3be26fc0-ead5-5d0f-8c87-2feb0524e902,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,2.9046519,2.9058404,-7.401516,3.989379
10610:original,-1.9427233,-1.7190206,1.9427233,2.0420449,9.958163,factor_2,10610:original,10610,original,9e079604-2288-52ba-9d89-4868ccd34200,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,3.535694,3.5329373,-8.643578,5.205537
8315:swapped,-1.9472038,-1.7235011,1.9472038,-0.53309226,5.481067,factor_2,8315:swapped,8315,swapped,000ad3d2-6b2a-5bee-baf2-fdf780b4e068,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,4.3884463,4.3812213,-10.310695,6.8636923
11603:original,-1.9647133,-1.7410107,1.9647133,-0.6356279,6.487915,factor_2,11603:original,11603,original,b82d8f3f-f994-5775-b1b1-13420519ca81,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,5.359029,5.3473725,-12.221861,8.73984
12146:original,-1.9917473,-1.7680446,1.9917473,-0.5106589,5.275148,factor_2,12146:original,12146,original,9636f59f-6396-54cc-8bed-6842a7f28f74,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,4.309482,4.302643,-10.201224,6.6651354
10716:swapped,-2.0124922,-1.7887895,2.0124922,-0.58888054,6.0968504,factor_2,10716:swapped,10716,swapped,754b1cf8-067c-513f-a0d3-c8bd401e8afb,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,5.0910764,5.080595,-11.746757,8.169177
1622:swapped,-2.0256257,-1.801923,2.0256257,-0.45456746,4.705319,factor_2,1622:swapped,1622,swapped,8de34479-e94c-5c30-9146-da3d92f7223c,mmlu-pro-law,gpt,gpt-4o-2024-05-13,B>A,3.9237056,3.9188247,-9.48282,5.878973
9158:swapped,-2.040478,-1.8167753,2.040478,-0.41567498,-0.28445664,factor_1,9158:swapped,9158,swapped,e3de7dfc-4b9e-5476-b7af-92d7d00bf2d3,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,0.85083824,0.88369477,-3.5488172,-0.084733486
5958:swapped,-2.1125543,-1.8888516,2.1125543,-0.6810373,6.9040103,factor_2,5958:swapped,5958,swapped,336452fa-776b-5de9-98c8-2a6685d840fa,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,6.2312913,6.215991,-14.072195,10.294491
10321:original,-2.130828,-1.9071252,2.130828,-0.58605283,6.014636,factor_2,10321:original,10321,original,9fbc9238-47af-5656-ac85-cf5b0c00fd8f,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,5.311605,5.300154,-12.295428,8.481177
4529:original,-2.1465247,-1.922822,2.1465247,-0.5557298,5.728585,factor_2,4529:original,4529,original,1ca1b199-b089-5951-8a57-28a320573def,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,5.067036,5.0566616,-11.8338785,7.9882345
4381:original,-2.1485825,-1.9248798,2.1485825,-0.61608297,5.967083,factor_2,4381:original,4381,original,cd01c08e-2906-5d2a-b3d8-3d3425f397db,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,5.30978,5.2983375,-12.309622,8.459862
1803:original,-2.1561382,-1.9324355,2.1561382,0.0119710695,-0.23140511,factor_2,1803:original,1803,original,01fb6121-e025-5251-a55f-f903c79e4ec6,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,0.8408779,0.8741715,-3.6458116,-0.21905935
9829:swapped,-2.1624153,-1.9387126,2.1624153,-0.5436084,5.5744276,factor_2,9829:swapped,9829,swapped,a6f94de7-dee6-579b-852a-1be7ca389cd2,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,4.9587526,4.9488635,-11.638485,7.76106
3776:original,-2.1633844,-1.9396818,2.1633844,-2.8228378,2.8593562,factor_2,3776:original,3776,original,02c8d6ef-f58a-5bf5-8b05-0a6719e16f20,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,5.945803,5.931669,-13.565754,9.68639
4238:original,-2.1635725,-1.9398699,2.1635725,-0.48081857,4.964121,factor_2,4238:original,4238,original,d50b6560-bbb7-5118-b329-8ed50c155365,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,4.4092197,4.401894,-10.567582,6.6878424
755:original,-2.247455,-2.0237522,2.247455,-2.9632273,3.0090795,factor_2,755:original,755,original,437c2f78-9c2a-50d0-a600-5d2d355ee14e,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,6.5369606,6.5204344,-14.803803,10.756299
557:original,-2.283972,-2.0602694,2.283972,2.263421,10.89978,factor_2,557:original,557,original,af372926-1fbb-54bf-aff8-14c9cde2db90,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,4.1368814,4.130902,-10.156837,6.0362988
6004:swapped,-2.3158221,-2.0921195,2.3158221,-3.310784,3.6704283,factor_2,6004:swapped,6004,swapped,b7bbea2c-8e83-50be-a385-70d16a0d507c,mmlu-pro-health,gpt,gpt-4o-2024-05-13,B>A,8.497931,8.473936,-18.701035,14.516796
687:original,-2.3527277,-2.129025,2.3527277,-0.54000425,5.5508213,factor_2,687:original,687,original,6ad28b38-685f-5146-ab23-ff8fbcc81210,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,5.4153314,5.403432,-12.719751,8.461702
6929:swapped,-2.3717718,-2.1480691,2.3717718,-0.4473215,4.6463633,factor_2,6929:swapped,6929,swapped,91f41b79-7c04-5300-b622-e6f1cad3f741,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,4.582137,4.5739846,-11.113079,6.8169403
2714:original,-2.4648669,-2.2411642,2.4648669,-0.5725485,5.686661,factor_2,2714:original,2714,original,7c22d528-b258-5125-9bcc-877df3431ae1,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,B>A,5.8765097,5.8626633,-13.731984,9.249656
6742:swapped,-2.4833837,-2.259681,2.4833837,-3.4549577,3.7328467,factor_2,6742:swapped,6742,swapped,ca91b783-54e9-5fb6-9c30-a7ebf3ee7258,mmlu-pro-health,gpt,gpt-4o-2024-05-13,B>A,9.379324,9.35212,-20.589838,16.070475
10130:original,-2.5005643,-2.2768617,2.5005643,-3.4224617,3.698447,factor_2,10130:original,10130,original,c9d03d78-9962-58e3-a776-703b910cde29,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,9.321259,9.294265,-20.49362,15.939898
