item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,pair_id,source,split,gold_letter,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
889,-2.8282251,-2.4212584,2.8282251,-1.879833,1.1646378,factor_1,889,2545077a-25bd-5b66-a42b-e0efb838ecee,mmlu-pro-law,gpt,C,0.93036056,1.139958,-4.655576,-0.18694067
687,-2.862268,-2.4553013,2.862268,-4.242134,2.8250237,factor_1,687,6ad28b38-685f-5146-ab23-ff8fbcc81210,mmlu-pro-business,gpt,C,1.4227681,1.5630593,-5.5188975,0.60829496
10305,-2.9446158,-2.5376492,2.9446158,-4.9883323,0.3717661,factor_1,10305,e23cdc82-bbf1-5378-9404-d94c1e7ce2ef,mmlu-pro-physics,gpt,B,14.087533,14.011652,-30.000488,24.92519
6626,-3.0725749,-2.6656084,3.0725749,-1.050932,1.2533972,factor_2,6626,9eea6f37-5da7-5b9e-81f7-6f27eccf11da,mmlu-pro-health,gpt,I,0.91185975,1.1251063,-4.870817,-0.46039987
8163,-3.5309618,-3.1239953,3.5309618,-5.627297,-1.0883458,factor_1,8163,6de9c1f2-0d31-5d07-a796-7dd245667f4f,mmlu-pro-math,gpt,H,9.782096,9.741245,-22.216835,15.968845
6272,-3.6107802,-3.2038136,3.6107802,-5.032117,3.3882017,factor_1,6272,5b0fa22f-cbfd-5098-95b0-a474deb84c7a,mmlu-pro-health,gpt,H,1.47701,1.6119558,-6.363247,-0.044380188
11257,-3.6351535,-3.228187,3.6351535,-4.9049726,3.2911348,factor_1,11257,bfd0002d-e137-5a79-a7fd-c2ef9ad12a1f,mmlu-pro-philosophy,gpt,B,1.4491987,1.5868448,-6.3384027,-0.11797118
4967,-3.8288896,-3.4219232,3.8288896,-5.8429585,-1.7467562,factor_1,4967,0f999ea7-10a1-5b85-a175-b86d50338266,mmlu-pro-history,gpt,J,5.424571,5.4303765,-14.065462,7.2216153
6643,-3.8668501,-3.4598837,3.8668501,-1.6713004,1.1831478,factor_1,6643,a1b1ff8a-eae1-5c68-b5b1-4d50cb2afc17,mmlu-pro-health,gpt,I,0.9326249,1.1417828,-5.6977777,-1.2219894
6929,-4.403157,-3.9961905,4.403157,-1.6222277,0.72284377,factor_1,6929,91f41b79-7c04-5300-b622-e6f1cad3f741,mmlu-pro-economics,gpt,B,1.0413636,1.2310683,-6.4090843,-1.5832968
4773,-4.967638,-4.5606713,4.967638,0.10275994,0.077456675,factor_1,4773,d1dd83a6-7ccb-5f83-983e-f6fc38783836,mmlu-pro-history,gpt,D,3.9755292,4.0055895,-12.411627,3.2902842
11253,-5.043103,-4.6361365,5.043103,-2.4838617,1.3338045,factor_1,11253,0e1ead11-84ae-5d48-b237-509be76fdcbb,mmlu-pro-philosophy,gpt,D,1.1951302,1.3619695,-7.305597,-1.9666762
4971,-5.0922966,-4.68533,5.0922966,-1.4288791,5.2818346,factor_2,4971,ff5f3ce7-1423-5df5-922d-644070dfaea0,mmlu-pro-history,gpt,E,1.3253547,1.4761189,-7.578523,-1.7921367
2826,-5.1023345,-4.695368,5.1023345,-5.9392457,-4.8433642,factor_1,2826,a3f45559-827d-53c5-9f1b-200ea1876ac8,mmlu-pro-biology,gpt,J,2.6403701,2.7066934,-10.000486,0.6097512
5893,-5.1792374,-4.7722707,5.1792374,0.10386613,0.0781082,factor_1,5893,8609c463-a567-5b57-838f-12e3dac9fa8b,mmlu-pro-other,gpt,D,4.4131155,4.434843,-13.464563,3.9200215
9888,-5.452769,-5.045802,5.452769,-3.1237748,-4.3032928,factor_2,9888,6f1bd679-4ba1-51ba-b65d-c7463e2134bf,mmlu-pro-physics,gpt,E,2.896926,2.9543805,-10.836388,0.7447839
3511,-5.5486493,-5.1416826,5.5486493,1.8208704,5.283015,factor_2,3511,c7aaeea9-830b-56fc-b12c-23ca19c3bb29,mmlu-pro-biology,gpt,C,3.1442392,3.1942167,-11.402348,1.1189823
3036,-5.6637297,-5.256763,5.6637297,1.9281073,1.7716093,factor_1,3036,3cbbae47-8be1-5e31-868b-3b61d51a777d,mmlu-pro-biology,gpt,C,2.7327466,2.7957275,-10.736389,0.2228632
12146,-6.0099454,-5.6029787,6.0099454,-3.155071,-3.8587072,factor_2,12146,9636f59f-6396-54cc-8bed-6842a7f28f74,mmlu-pro-engineering,gpt,B,2.6608973,2.7264621,-10.946844,-0.25911283
7087,-6.2022986,-5.795332,6.2022986,2.118987,1.9215493,factor_1,7087,2daba22f-aca4-5206-a3cb-a0ff0203d831,mmlu-pro-economics,gpt,B,3.0892217,3.1407843,-11.951269,0.36060524
10745,-6.2402253,-5.8332586,6.2402253,-1.4542594,1.4536316,factor_1,10745,3b317691-c56f-50df-92a6-8ad2f444dfe4,mmlu-pro-computer science,gpt,C,1.6046195,1.7281607,-9.220453,-2.4460635
2243,-6.25792,-5.850953,6.25792,-3.6226988,2.5220962,factor_1,2243,803e5d58-0c62-5946-9738-ceeea2e4aaa2,mmlu-pro-psychology,gpt,I,1.1818455,1.3504791,-8.497892,-3.204014
7024,-6.2936726,-5.886706,6.2936726,-5.730586,3.7152267,factor_1,7024,aaf21925-4fcc-5841-b6e5-9afdf75a3b2e,mmlu-pro-economics,gpt,J,1.5238571,1.6544356,-9.1294,-2.644012
8716,-6.857118,-6.4501514,6.857118,-3.2554138,1.7885194,factor_1,8716,8ac653fc-14f9-58aa-8306-e008d51ca0eb,mmlu-pro-math,gpt,C,1.2125689,1.3770994,-9.149266,-3.7510366
11335,-7.2273474,-6.8203807,7.2273474,-1.1552249,2.5370893,factor_2,11335,3e2b3d28-4ac1-5898-ad61-f5a58cee8698,mmlu-pro-engineering,gpt,C,2.8498387,2.908828,-12.521684,-1.1190777
8315,-9.074866,-8.6679,9.074866,-2.618426,-3.1629817,factor_2,8315,000ad3d2-6b2a-5bee-baf2-fdf780b4e068,mmlu-pro-math,gpt,D,1.8604374,1.9650574,-12.519413,-4.8163877
7623,-9.756872,-9.349906,9.756872,-1.108376,3.9944234,factor_2,7623,3c6f3a85-c058-543a-8226-852972410970,mmlu-pro-economics,gpt,D,3.8636036,3.8959908,-16.986048,-1.7137637
6956,-10.815625,-10.408659,10.815625,-9.308489,6.163508,factor_1,6956,ba87d469-ec2e-5a8f-95e8-b3065f20b584,mmlu-pro-economics,gpt,H,2.1546497,2.2421858,-14.803343,-6.0139747
6311,-12.437076,-12.030109,12.437076,-5.6711826,3.683246,factor_1,6311,d61248f3-8e80-5097-8892-10c086a492d2,mmlu-pro-health,gpt,B,1.2871941,1.4424026,-14.857219,-9.203
384,-12.626598,-12.219632,12.626598,-4.985282,3.4408662,factor_1,384,6a01ee27-4246-5bb7-b1b7-bbea2dc28deb,mmlu-pro-business,gpt,A,1.5132372,1.6447865,-15.443414,-8.995851
