item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,pair_id,source,split,gold_letter,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
7599,-1.3415111,-1.9262998,1.3415111,-0.03492998,factor_1,7599,12ab4b20-e60b-59ca-b20b-500b12900def,mmlu-pro-economics,gpt,J,0.7931797,0.8419896,-3.5765994,-0.27600026
11220,-1.3643618,-1.9491503,1.3643618,1.5785482,factor_1,11220,2f665bcd-7aee-539b-9acf-142548185b64,mmlu-pro-philosophy,gpt,A,0.8746922,0.9182229,-3.7488673,-0.14943337
6929,-1.3734548,-1.9582434,1.3734548,0.708623,factor_1,6929,91f41b79-7c04-5300-b622-e6f1cad3f741,mmlu-pro-economics,gpt,B,0.86573833,0.9098088,-3.7414687,-0.17501807
9019,-1.3760648,-1.9608533,1.3760648,0.020462798,factor_1,9019,e8f304d3-029a-5738-84eb-1268268a44da,mmlu-pro-math,gpt,B,1.1183301,1.1499578,-4.2147703,0.29306388
5145,-1.5498493,-2.1346378,1.5498493,0.20664895,factor_1,5145,b1614f17-39fb-564a-84c7-bcd7a2054dc8,mmlu-pro-other,gpt,A,1.0430874,1.0779072,-4.247336,-0.021939754
12146,-1.578739,-2.1635277,1.578739,2.3491275,factor_1,12146,9636f59f-6396-54cc-8bed-6842a7f28f74,mmlu-pro-engineering,gpt,B,1.1919875,1.2208049,-4.5563054,0.22924995
10610,-1.5799448,-2.1647334,1.5799448,0.096566096,factor_1,10610,9e079604-2288-52ba-9d89-4868ccd34200,mmlu-pro-computer science,gpt,C,1.0992876,1.13169,-4.382846,0.05337906
4771,-1.6048675,-2.189656,1.6048675,0.8844555,factor_1,4771,2b51f48f-90d7-57f7-8888-30fd13c0d5ff,mmlu-pro-history,gpt,A,0.8603893,0.90478665,-3.963038,-0.4162742
8716,-1.9136925,-2.498481,1.9136925,2.3619778,factor_1,8716,8ac653fc-14f9-58aa-8306-e008d51ca0eb,mmlu-pro-math,gpt,C,1.0103399,1.0466675,-4.5499496,-0.44701266
7623,-2.0516124,-2.636401,2.0516124,0.25644723,factor_1,7623,3c6f3a85-c058-543a-8226-852972410970,mmlu-pro-economics,gpt,D,1.0273918,1.0629246,-4.719733,-0.55306864
6077,-2.0885856,-2.6733742,2.0885856,-12.946998,factor_1,6077,7ad6fda6-f7dd-5c3a-9d8b-6b50cc35dedd,mmlu-pro-health,gpt,B,2.013048,2.0218103,-6.6361227,1.2893741
10566,-2.1445167,-2.7293053,2.1445167,-0.06690575,factor_1,10566,544ae546-5220-5ffd-86f3-5b44d4422ab7,mmlu-pro-computer science,gpt,D,1.0592115,1.0933167,-4.8722057,-0.58640456
3036,-2.1472797,-2.7320683,2.1472797,-0.09307868,factor_1,3036,3cbbae47-8be1-5e31-868b-3b61d51a777d,mmlu-pro-biology,gpt,C,1.0617515,1.0957458,-4.87973,-0.5844064
7087,-2.147298,-2.7320867,2.147298,-0.09307628,factor_1,7087,2daba22f-aca4-5206-a3cb-a0ff0203d831,mmlu-pro-economics,gpt,B,1.061759,1.095753,-4.8797626,-0.5844109
6643,-2.3046541,-2.8894427,2.3046541,1.7109891,factor_1,6643,a1b1ff8a-eae1-5c68-b5b1-4d50cb2afc17,mmlu-pro-health,gpt,I,0.95856386,0.9974441,-4.8444333,-0.9344522
4967,-2.9725778,-3.5573664,2.9725778,9.046123,factor_1,4967,0f999ea7-10a1-5b85-a175-b86d50338266,mmlu-pro-history,gpt,J,3.7275736,3.7151494,-10.83906,3.7243266
5893,-4.9033127,-5.4881015,4.9033127,-0.06029337,factor_1,5893,8609c463-a567-5b57-838f-12e3dac9fa8b,mmlu-pro-other,gpt,D,3.7830582,3.7700992,-12.877496,1.9012928
4773,-5.2006345,-5.7854233,5.2006345,-0.060192615,factor_1,4773,d1dd83a6-7ccb-5f83-983e-f6fc38783836,mmlu-pro-history,gpt,D,4.380848,4.3624034,-14.335734,2.7648878
10745,-5.217479,-5.802268,5.217479,0.5580601,factor_1,10745,3b317691-c56f-50df-92a6-8ad2f444dfe4,mmlu-pro-computer science,gpt,C,3.994844,3.9798875,-13.602848,1.9983115
11335,-5.838502,-6.4232907,5.838502,0.6143528,factor_1,11335,3e2b3d28-4ac1-5898-ad61-f5a58cee8698,mmlu-pro-engineering,gpt,C,5.4736257,5.44605,-17.09755,4.2509675
384,-7.0257454,-7.610534,7.0257454,4.519881,factor_1,384,6a01ee27-4246-5bb7-b1b7-bbea2dc28deb,mmlu-pro-business,gpt,A,1.4416491,1.4626493,-10.477327,-4.7437415
2243,-9.888832,-10.47362,9.888832,11.49688,factor_1,2243,803e5d58-0c62-5946-9738-ceeea2e4aaa2,mmlu-pro-psychology,gpt,I,2.036028,2.0443962,-14.480637,-6.4666038
6311,-10.966763,-11.551551,10.966763,9.369621,factor_1,6311,d61248f3-8e80-5097-8892-10c086a492d2,mmlu-pro-health,gpt,B,1.6908127,1.705785,-14.89489,-8.208212
